dataset,nace,unit,na_item,geo,year,value
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2019,174.13
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2020,176.29
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2021,184.04
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2022,196.68
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2023,206.69
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2024,212.3
nama_10_a64_e,M,THS_PER,EMP_DC,DK,2025,214.74
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2015,277.1
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2016,272.2
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2017,256.2
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2018,271.0
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2019,272.1
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2020,274.2
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2021,297.8
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2022,305.7
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2023,319.3
nama_10_a64_e,M,THS_PER,EMP_DC,EL,2024,327.0
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2015,943.3
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2016,970.6
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2017,1009.9
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2018,1041.6
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2019,1098.3
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2020,1102.8
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2021,1130.7
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2022,1191.7
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2023,1245.4
nama_10_a64_e,M,THS_PER,EMP_DC,ES,2024,1280.2
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2015,11692.9
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2016,11970.7
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2017,12237.0
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2018,12507.22
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2019,12827.37
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2020,12968.54
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2021,13252.13
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2022,13719.77
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2023,14219.4
nama_10_a64_e,M,THS_PER,EMP_DC,EU27_2020,2024,14515.13
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2015,149.7
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2016,152.4
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2017,154.1
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2018,159.6
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2019,163.2
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2020,165.1
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2021,169.2
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2022,175.6
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2023,175.1
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2024,172.2
nama_10_a64_e,M,THS_PER,EMP_DC,FI,2025,170.2
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2015,1832.1
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2016,1878.6
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2017,1911.9
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2018,1941.3
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2019,2005.2
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2020,2043.8
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2021,2107.2
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2022,2205.7
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2023,2280.6
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2024,2328.5
nama_10_a64_e,M,THS_PER,EMP_DC,FR,2025,2344.6
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2015,223.39
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2016,242.06
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2017,258.95
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2018,265.21
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2019,266.37
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2020,268.4
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2021,279.72
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2022,287.98
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2023,297.65
nama_10_a64_e,M,THS_PER,EMP_DC,HU,2024,295.86
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2015,129.96
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2016,133.81
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2017,133.77
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2018,137.38
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2019,139.15
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2020,144.91
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2021,162.52
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2022,170.15
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2023,179.45
nama_10_a64_e,M,THS_PER,EMP_DC,IE,2024,200.12
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2015,1644.3
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2016,1656.9
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2017,1659.3
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2018,1683.1
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2019,1693.8
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2020,1737.6
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2021,1723.0
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2022,1791.7
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2023,1903.1
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2024,1943.1
nama_10_a64_e,M,THS_PER,EMP_DC,IT,2025,1981.7
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2015,705.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2016,721.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2017,728.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2018,748.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2019,765.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2020,772.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2021,785.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2022,814.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2023,845.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2024,857.0
nama_10_a64_e,M,THS_PER,EMP_DC,NL,2025,873.0
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2015,564.5
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2016,592.8
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2017,622.0
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2018,612.2
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2019,670.1
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2020,701.3
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2021,743.4
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2022,756.0
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2023,805.2
nama_10_a64_e,M,THS_PER,EMP_DC,PL,2024,831.1
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2015,194.37
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2016,202.81
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2017,213.88
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2018,224.62
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2019,238.64
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2020,243.4
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2021,252.94
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2022,263.94
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2023,275.55
nama_10_a64_e,M,THS_PER,EMP_DC,PT,2024,280.49
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2015,166.5
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2016,176.2
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2017,185.9
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2018,188.2
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2019,188.0
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2020,180.8
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2021,180.7
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2022,186.1
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2023,181.4
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2024,209.8
nama_10_a64_e,M,THS_PER,EMP_DC,RO,2025,199.3
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2015,322.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2016,325.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2017,345.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2018,355.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2019,363.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2020,361.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2021,364.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2022,380.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2023,390.0
nama_10_a64_e,M,THS_PER,EMP_DC,SE,2024,391.0
