soc,occupation,emp_2021_12,emp_2025_09,pct
2121,Civil engineers,115800.0,99200.0,-14.335060449050086
3114,Building and civil engineering technicians,5500.0,17300.0,214.54545454545456
3120,"CAD, drawing and architectural technicians",72900.0,55500.0,-23.86831275720165
2453,Quantity surveyors,63000.0,54200.0,-13.968253968253963
2455,Construction project managers,107500.0,112300.0,4.4651162790697585
