freq,size_emp,nace_r2,indic_is,unit,geo,time,value,indic,nace
A,GE10,M,E_AI_TTM,PC_ENT,SE,2025,47.86,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,DK,2021,15.79,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,DK,2023,9.15,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,DK,2024,28.18,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,DK,2025,48.54,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,PT,2021,5.53,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,PT,2023,5.85,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,PT,2024,12.98,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,PT,2025,17.37,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,CZ,2021,3.61,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,CZ,2023,5.68,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,CZ,2024,11.44,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,CZ,2025,12.32,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,HU,2021,2.06,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,HU,2023,1.54,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,HU,2024,9.62,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,HU,2025,13.14,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,FI,2021,13.3,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,FI,2023,14.47,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,FI,2024,29.5,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,FI,2025,61.12,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,EL,2021,2.75,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,EL,2023,3.83,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,EL,2024,13.13,E_AI_TTM,M
A,GE10,M,E_AI_TTM,PC_ENT,EL,2025,24.0,E_AI_TTM,M
A,GE10,F,E_AI_TML,PC_ENT,EU27_2020,2021,0.68,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EU27_2020,2023,0.43,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EU27_2020,2024,0.83,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EU27_2020,2025,1.62,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DE,2021,1.06,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DE,2023,0.37,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DE,2024,1.12,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DE,2025,2.0,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FR,2021,0.3,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FR,2023,0.53,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FR,2024,0.67,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FR,2025,1.56,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,NL,2021,2.28,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,NL,2023,1.62,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,NL,2024,1.26,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,NL,2025,3.65,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PL,2021,0.03,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PL,2023,0.19,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PL,2024,0.19,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PL,2025,0.21,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,RO,2021,0.0,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,RO,2023,0.02,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,RO,2024,0.1,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,RO,2025,1.41,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IT,2021,1.13,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IT,2023,0.48,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IT,2024,0.48,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IT,2025,1.41,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,ES,2021,0.48,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,ES,2023,0.63,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,ES,2024,0.59,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,ES,2025,1.84,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IE,2021,0.27,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IE,2023,0.07,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IE,2024,1.45,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,IE,2025,2.32,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,BE,2021,3.33,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,BE,2023,0.88,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,BE,2024,2.62,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,BE,2025,2.62,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,AT,2021,0.23,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,AT,2023,0.77,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,AT,2024,1.17,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,AT,2025,1.78,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,SE,2021,0.49,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,SE,2023,0.13,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,SE,2024,0.91,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,SE,2025,0.6,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DK,2021,0.65,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DK,2023,0.34,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DK,2024,2.76,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,DK,2025,3.16,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PT,2021,0.02,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PT,2023,0.06,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PT,2024,0.14,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,PT,2025,0.21,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,CZ,2021,0.02,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,CZ,2023,0.42,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,CZ,2024,0.75,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,CZ,2025,3.65,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,HU,2021,0.07,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,HU,2023,0.0,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,HU,2024,0.08,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,HU,2025,0.62,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FI,2021,1.51,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FI,2023,1.33,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FI,2024,3.39,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,FI,2025,5.52,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EL,2021,0.0,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EL,2023,0.0,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EL,2024,2.57,E_AI_TML,F
A,GE10,F,E_AI_TML,PC_ENT,EL,2025,2.63,E_AI_TML,F
A,GE10,M,E_AI_TML,PC_ENT,EU27_2020,2021,6.46,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EU27_2020,2023,6.82,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EU27_2020,2024,11.35,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EU27_2020,2025,12.46,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DE,2021,7.65,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DE,2023,8.01,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DE,2024,14.85,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DE,2025,14.53,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FR,2021,7.36,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FR,2023,6.41,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FR,2024,7.59,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FR,2025,8.0,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,NL,2021,10.53,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,NL,2023,10.79,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,NL,2024,12.45,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,NL,2025,18.03,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PL,2021,2.0,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PL,2023,2.67,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PL,2024,3.78,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PL,2025,4.15,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,RO,2021,2.4,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,RO,2023,3.22,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,RO,2024,4.72,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,RO,2025,8.85,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IT,2021,2.35,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IT,2023,3.25,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IT,2024,7.45,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IT,2025,10.41,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,ES,2021,5.8,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,ES,2023,6.22,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,ES,2024,11.34,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,ES,2025,12.68,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IE,2021,2.85,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IE,2023,6.76,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IE,2024,10.17,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,IE,2025,7.69,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,BE,2021,10.92,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,BE,2023,12.16,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,BE,2024,15.57,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,BE,2025,24.57,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,AT,2021,7.0,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,AT,2023,11.99,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,AT,2024,16.7,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,AT,2025,16.83,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,SE,2021,8.84,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,SE,2023,6.76,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,SE,2024,16.89,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,SE,2025,18.66,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DK,2021,19.45,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DK,2023,12.77,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DK,2024,21.95,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,DK,2025,17.83,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PT,2021,2.31,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PT,2023,6.76,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PT,2024,8.15,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,PT,2025,12.21,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,CZ,2021,2.65,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,CZ,2023,3.55,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,CZ,2024,10.65,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,CZ,2025,14.0,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,HU,2021,0.69,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,HU,2023,1.11,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,HU,2024,5.99,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,HU,2025,4.91,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FI,2021,15.99,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FI,2023,13.51,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FI,2024,19.24,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,FI,2025,33.55,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EL,2021,2.95,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EL,2023,3.37,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EL,2024,9.59,E_AI_TML,M
A,GE10,M,E_AI_TML,PC_ENT,EL,2025,12.86,E_AI_TML,M
A,GE10,F,E_AI_TIR,PC_ENT,EU27_2020,2021,1.17,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EU27_2020,2023,0.82,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EU27_2020,2024,1.49,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EU27_2020,2025,2.27,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DE,2021,2.27,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DE,2023,0.89,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DE,2024,2.58,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DE,2025,3.39,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FR,2021,0.49,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FR,2023,1.07,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FR,2024,0.2,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FR,2025,3.44,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,NL,2021,2.97,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,NL,2023,1.32,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,NL,2024,1.19,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,NL,2025,2.63,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PL,2021,0.07,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PL,2023,0.2,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PL,2024,0.35,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PL,2025,0.4,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,RO,2021,0.02,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,RO,2023,0.06,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,RO,2024,0.04,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,RO,2025,0.15,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IT,2021,1.6,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IT,2023,0.9,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IT,2024,1.36,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IT,2025,1.87,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,ES,2021,1.12,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,ES,2023,1.28,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,ES,2024,1.4,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,ES,2025,2.72,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IE,2021,0.0,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IE,2023,1.14,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IE,2024,0.74,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,IE,2025,0.66,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,BE,2021,2.19,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,BE,2023,1.54,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,BE,2024,4.6,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,BE,2025,5.14,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,AT,2021,0.0,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,AT,2023,0.79,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,AT,2024,1.27,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,AT,2025,1.1,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,SE,2021,0.65,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,SE,2023,0.85,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,SE,2024,2.14,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,SE,2025,0.48,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DK,2021,0.59,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DK,2023,0.61,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DK,2024,2.0,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,DK,2025,2.93,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PT,2021,0.07,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PT,2023,0.06,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PT,2024,1.27,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,PT,2025,0.43,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,CZ,2021,0.21,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,CZ,2023,0.0,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,CZ,2024,0.33,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,CZ,2025,0.71,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,HU,2021,0.0,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,HU,2023,0.3,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,HU,2024,2.07,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,HU,2025,1.02,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FI,2021,1.5,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FI,2023,0.26,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FI,2024,3.29,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,FI,2025,1.84,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EL,2021,2.73,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EL,2023,0.23,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EL,2024,0.61,E_AI_TIR,F
A,GE10,F,E_AI_TIR,PC_ENT,EL,2025,0.37,E_AI_TIR,F
A,GE10,M,E_AI_TIR,PC_ENT,EU27_2020,2021,3.98,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EU27_2020,2023,4.18,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EU27_2020,2024,7.35,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EU27_2020,2025,6.81,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DE,2021,5.43,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DE,2023,5.06,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DE,2024,9.61,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DE,2025,6.63,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FR,2021,3.27,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FR,2023,2.85,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FR,2024,5.31,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FR,2025,5.38,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,NL,2021,5.59,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,NL,2023,6.73,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,NL,2024,8.28,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,NL,2025,7.73,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PL,2021,1.68,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PL,2023,2.37,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PL,2024,3.77,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PL,2025,2.9,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,RO,2021,3.8,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,RO,2023,1.89,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,RO,2024,2.38,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,RO,2025,6.36,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IT,2021,1.64,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IT,2023,1.77,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IT,2024,5.11,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IT,2025,7.6,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,ES,2021,4.37,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,ES,2023,6.54,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,ES,2024,8.16,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,ES,2025,9.7,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IE,2021,1.34,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IE,2023,4.07,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IE,2024,3.66,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,IE,2025,4.09,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,BE,2021,8.5,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,BE,2023,7.56,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,BE,2024,12.15,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,BE,2025,8.7,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,AT,2021,2.61,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,AT,2023,5.13,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,AT,2024,5.5,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,AT,2025,3.92,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,SE,2021,2.65,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,SE,2023,4.3,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,SE,2024,11.24,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,SE,2025,9.56,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DK,2021,7.5,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DK,2023,4.96,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DK,2024,8.57,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,DK,2025,9.95,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PT,2021,3.03,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PT,2023,1.51,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PT,2024,5.68,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,PT,2025,4.75,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,CZ,2021,1.39,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,CZ,2023,2.25,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,CZ,2024,2.96,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,CZ,2025,3.13,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,HU,2021,0.67,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,HU,2023,1.31,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,HU,2024,7.43,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,HU,2025,6.66,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FI,2021,9.08,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FI,2023,5.39,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FI,2024,12.88,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,FI,2025,18.63,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EL,2021,0.5,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EL,2023,2.15,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EL,2024,4.31,E_AI_TIR,M
A,GE10,M,E_AI_TIR,PC_ENT,EL,2025,6.38,E_AI_TIR,M
