year,coef,se,p
2018,-0.03594285180451319,0.03055271162817561,0.23942668098961273
2019,-0.04980662213642244,0.019633954606080223,0.011188376653786228
2020,-0.0018688849928181735,0.020217243573066385,0.9263483422875078
2021,0.015551314746560544,0.015605320862909734,0.31898820632719116
2022,0.0,0.0,1.0
2023,0.030759598290964165,0.015119493571540842,0.04190794663439178
2024,-0.0010006489124001511,0.012216090072691463,0.9347163962008507
