url,status
"https://www.ilo.org/sdmx-service/rest/data/ILO,DF_EMP_TEMP_SEX_ECO_NB/A.GBR+IND+CHN+USA+PHL+VNM+DEU+FRA+NLD+AUS.SEX_T.ECO_ISIC4_M71.NB?format=csv",fail_or_xml
