freq,unit,nace_r2,na_item,geo,time,value,nace,series
A,THS_PER,M,EMP_DC,EU27_2020,2011,10816.17,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2012,11029.53,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2013,11218.7,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2014,11512.18,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2015,11692.9,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2016,11970.7,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2017,12237.0,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2018,12507.22,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2019,12827.37,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2020,12968.54,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2021,13252.13,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2022,13719.77,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2023,14219.4,M,emp_ths
A,THS_PER,M,EMP_DC,EU27_2020,2024,14515.13,M,emp_ths
A,THS_PER,M,EMP_DC,DE,1995,1357.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,1996,1430.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,1997,1496.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,1998,1594.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,1999,1717.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2000,1860.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2001,1929.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2002,1977.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2003,2023.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2004,2094.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2005,2147.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2006,2221.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2007,2299.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2008,2373.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2009,2395.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2010,2439.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2011,2492.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2012,2561.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2013,2634.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2014,2687.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2015,2734.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2016,2777.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2017,2836.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2018,2901.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2019,2945.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2020,2935.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2021,2976.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2022,3028.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2023,3080.0,M,emp_ths
A,THS_PER,M,EMP_DC,DE,2024,3112.0,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1978,731.8,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1979,765.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1980,793.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1981,810.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1982,816.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1983,820.0,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1984,841.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1985,869.0,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1986,903.7,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1987,952.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1988,1010.4,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1989,1084.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1990,1138.0,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1991,1165.8,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1992,1180.8,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1993,1193.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1994,1205.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1995,1198.3,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1996,1192.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1997,1224.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1998,1259.1,M,emp_ths
A,THS_PER,M,EMP_DC,FR,1999,1303.4,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2000,1373.3,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2001,1426.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2002,1419.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2003,1431.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2004,1463.1,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2005,1481.7,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2006,1529.1,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2007,1569.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2008,1605.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2009,1614.8,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2010,1619.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2011,1701.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2012,1747.0,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2013,1778.5,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2014,1818.7,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2015,1832.1,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2016,1878.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2017,1911.9,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2018,1941.3,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2019,2005.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2020,2043.8,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2021,2107.2,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2022,2205.7,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2023,2280.6,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2024,2328.5,M,emp_ths
A,THS_PER,M,EMP_DC,FR,2025,2344.6,M,emp_ths
A,THS_PER,M,EMP_DC,NL,1995,531.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,1996,549.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,1997,556.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,1998,575.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,1999,595.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2000,618.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2001,643.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2002,657.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2003,649.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2004,655.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2005,646.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2006,669.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2007,701.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2008,723.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2009,725.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2010,696.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2011,699.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2012,700.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2013,688.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2014,696.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2015,705.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2016,721.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2017,728.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2018,748.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2019,765.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2020,772.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2021,785.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2022,814.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2023,845.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2024,857.0,M,emp_ths
A,THS_PER,M,EMP_DC,NL,2025,873.0,M,emp_ths
A,THS_PER,M,EMP_DC,PL,1995,202.3,M,emp_ths
A,THS_PER,M,EMP_DC,PL,1996,223.0,M,emp_ths
A,THS_PER,M,EMP_DC,PL,1997,240.1,M,emp_ths
A,THS_PER,M,EMP_DC,PL,1998,256.6,M,emp_ths
A,THS_PER,M,EMP_DC,PL,1999,266.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2000,291.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2001,297.4,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2002,307.4,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2003,306.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2004,324.0,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2005,338.8,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2006,359.6,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2007,407.8,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2008,413.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2009,455.4,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2010,477.4,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2011,490.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2012,516.5,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2013,520.6,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2014,557.8,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2015,564.5,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2016,592.8,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2017,622.0,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2018,612.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2019,670.1,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2020,701.3,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2021,743.4,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2022,756.0,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2023,805.2,M,emp_ths
A,THS_PER,M,EMP_DC,PL,2024,831.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,1995,186.2,M,emp_ths
A,THS_PER,M,EMP_DC,RO,1996,184.0,M,emp_ths
A,THS_PER,M,EMP_DC,RO,1997,182.8,M,emp_ths
A,THS_PER,M,EMP_DC,RO,1998,165.0,M,emp_ths
A,THS_PER,M,EMP_DC,RO,1999,156.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2000,163.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2001,166.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2002,177.4,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2003,167.5,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2004,130.8,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2005,122.8,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2006,139.4,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2007,148.6,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2008,150.4,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2009,149.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2010,142.7,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2011,151.6,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2012,155.2,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2013,158.5,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2014,170.3,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2015,166.5,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2016,176.2,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2017,185.9,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2018,188.2,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2019,188.0,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2020,180.8,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2021,180.7,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2022,186.1,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2023,181.4,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2024,209.8,M,emp_ths
A,THS_PER,M,EMP_DC,RO,2025,199.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,1995,917.5,M,emp_ths
A,THS_PER,M,EMP_DC,IT,1996,978.6,M,emp_ths
A,THS_PER,M,EMP_DC,IT,1997,1052.4,M,emp_ths
A,THS_PER,M,EMP_DC,IT,1998,1113.7,M,emp_ths
A,THS_PER,M,EMP_DC,IT,1999,1158.9,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2000,1261.8,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2001,1284.7,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2002,1338.5,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2003,1382.4,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2004,1414.4,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2005,1447.2,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2006,1473.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2007,1511.0,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2008,1534.2,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2009,1527.5,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2010,1549.0,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2011,1573.6,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2012,1602.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2013,1596.7,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2014,1617.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2015,1644.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2016,1656.9,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2017,1659.3,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2018,1683.1,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2019,1693.8,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2020,1737.6,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2021,1723.0,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2022,1791.7,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2023,1903.1,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2024,1943.1,M,emp_ths
A,THS_PER,M,EMP_DC,IT,2025,1981.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,1995,452.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,1996,472.8,M,emp_ths
A,THS_PER,M,EMP_DC,ES,1997,506.5,M,emp_ths
A,THS_PER,M,EMP_DC,ES,1998,543.0,M,emp_ths
A,THS_PER,M,EMP_DC,ES,1999,585.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2000,637.5,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2001,660.2,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2002,688.8,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2003,715.9,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2004,759.2,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2005,811.5,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2006,903.4,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2007,967.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2008,1009.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2009,988.0,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2010,967.0,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2011,940.8,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2012,908.0,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2013,888.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2014,914.5,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2015,943.3,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2016,970.6,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2017,1009.9,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2018,1041.6,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2019,1098.3,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2020,1102.8,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2021,1130.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2022,1191.7,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2023,1245.4,M,emp_ths
A,THS_PER,M,EMP_DC,ES,2024,1280.2,M,emp_ths
A,THS_PER,M,EMP_DC,IE,1995,66.49,M,emp_ths
A,THS_PER,M,EMP_DC,IE,1996,68.6,M,emp_ths
A,THS_PER,M,EMP_DC,IE,1997,70.68,M,emp_ths
A,THS_PER,M,EMP_DC,IE,1998,74.02,M,emp_ths
A,THS_PER,M,EMP_DC,IE,1999,81.6,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2000,87.46,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2001,91.69,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2002,92.99,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2003,97.86,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2004,105.48,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2005,112.13,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2006,116.89,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2007,125.17,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2008,126.04,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2009,112.29,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2010,107.49,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2011,106.42,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2012,107.18,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2013,119.03,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2014,127.66,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2015,129.96,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2016,133.81,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2017,133.77,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2018,137.38,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2019,139.15,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2020,144.91,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2021,162.52,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2022,170.15,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2023,179.45,M,emp_ths
A,THS_PER,M,EMP_DC,IE,2024,200.12,M,emp_ths
A,THS_PER,M,EMP_DC,BE,1995,243.0,M,emp_ths
A,THS_PER,M,EMP_DC,BE,1996,252.8,M,emp_ths
A,THS_PER,M,EMP_DC,BE,1997,263.9,M,emp_ths
A,THS_PER,M,EMP_DC,BE,1998,274.3,M,emp_ths
A,THS_PER,M,EMP_DC,BE,1999,287.4,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2000,302.5,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2001,316.4,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2002,322.4,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2003,333.9,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2004,345.3,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2005,357.5,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2006,373.1,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2007,389.4,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2008,408.6,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2009,451.2,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2010,499.1,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2011,515.9,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2012,531.2,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2013,543.7,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2014,552.5,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2015,564.7,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2016,580.9,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2017,597.3,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2018,612.1,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2019,628.6,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2020,643.3,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2021,661.6,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2022,682.7,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2023,696.1,M,emp_ths
A,THS_PER,M,EMP_DC,BE,2024,708.1,M,emp_ths
A,THS_PER,M,EMP_DC,AT,1995,121.2,M,emp_ths
A,THS_PER,M,EMP_DC,AT,1996,128.22,M,emp_ths
A,THS_PER,M,EMP_DC,AT,1997,131.85,M,emp_ths
A,THS_PER,M,EMP_DC,AT,1998,136.32,M,emp_ths
A,THS_PER,M,EMP_DC,AT,1999,148.03,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2000,156.7,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2001,165.32,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2002,171.72,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2003,175.61,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2004,183.69,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2005,190.2,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2006,197.68,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2007,208.44,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2008,223.3,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2009,229.76,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2010,234.26,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2011,238.61,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2012,245.44,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2013,252.25,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2014,252.62,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2015,253.9,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2016,257.99,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2017,264.47,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2018,272.69,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2019,280.39,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2020,283.28,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2021,294.77,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2022,310.63,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2023,322.5,M,emp_ths
A,THS_PER,M,EMP_DC,AT,2024,324.46,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1993,179.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1994,182.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1995,192.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1996,201.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1997,195.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1998,204.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,1999,216.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2000,235.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2001,234.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2002,235.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2003,239.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2004,241.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2005,243.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2006,253.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2007,272.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2008,278.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2009,278.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2010,285.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2011,293.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2012,303.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2013,311.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2014,316.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2015,322.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2016,325.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2017,345.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2018,355.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2019,363.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2020,361.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2021,364.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2022,380.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2023,390.0,M,emp_ths
A,THS_PER,M,EMP_DC,SE,2024,391.0,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1975,66.46,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1976,66.65,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1977,69.91,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1978,72.51,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1979,74.48,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1980,76.25,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1981,75.41,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1982,76.05,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1983,74.74,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1984,77.16,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1985,81.34,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1986,85.32,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1987,88.66,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1988,86.86,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1989,93.26,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1990,93.92,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1991,94.19,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1992,93.21,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1993,94.53,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1994,92.3,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1995,96.73,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1996,100.75,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1997,104.56,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1998,110.1,M,emp_ths
A,THS_PER,M,EMP_DC,DK,1999,115.94,M,emp_ths
A,THS_PER,M,EMP_DC,DK,2000,122.98,M,emp_ths
A,THS_PER,M,EMP_DC,DK,2001,127.98,M,emp_ths
