importer,partner,year,value,geo,iso3,tnlg_M_2021,tnlg_M_2023,tnlg_M_2024,tnlg_M_2025,tnlg_F_2021,tnlg_F_2023,tnlg_F_2024,tnlg_F_2025,tml_M_2021,tml_M_2023,tml_M_2024,tml_M_2025,ttm_M_2021,ttm_M_2023,ttm_M_2024,ttm_M_2025,tir_M_2021,tir_M_2023,tir_M_2024,tir_M_2025,tnlg_C_2021,tnlg_C_2023,tnlg_C_2024,tnlg_C_2025,tnlg_J_2021,tnlg_J_2023,tnlg_J_2024,tnlg_J_2025,tnlg_N_2021,tnlg_N_2023,tnlg_N_2024,tnlg_N_2025,tany_C_2021,tany_C_2023,tany_C_2024,tany_C_2025,tany_J_2021,tany_J_2023,tany_J_2024,tany_J_2025,tany_M_2021,tany_F_2021,tany_M_2023,tany_F_2023,tany_M_2024,tany_F_2024,tany_M_2025,tany_F_2025,d_tnlg_M_2124,d_tnlg_M_2324,d_tnlg_F_2124,d_tnlg_F_2324,d_tml_M_2324,d_ttm_M_2324,d_tir_M_2324,d_tany_M_2124,d_tnlg_J_2324,d_tnlg_C_2324,d_tnlg_N_2324,country,logv,post,post24,post_x_d_tnlg_M_2324,p24_x_d_tnlg_M_2324,post_x_d_tnlg_M_2124,p24_x_d_tnlg_M_2124,post_x_d_tnlg_F_2324,p24_x_d_tnlg_F_2324,post_x_d_tml_M_2324,p24_x_d_tml_M_2324,post_x_d_ttm_M_2324,p24_x_d_ttm_M_2324,post_x_d_tir_M_2324,p24_x_d_tir_M_2324,post_x_d_tany_M_2124,p24_x_d_tany_M_2124,post_x_d_tnlg_J_2324,p24_x_d_tnlg_J_2324,post_x_d_tnlg_C_2324,p24_x_d_tnlg_C_2324,post_x_d_tnlg_N_2324,p24_x_d_tnlg_N_2324,post_x_tnlg_M_2024,p24_x_tnlg_M_2024
ESP,IND,2024,188.425081,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,5.2387004796087036,1.0,1.0,7.4799999999999995,7.4799999999999995,8.86,8.86,0.010000000000000009,0.010000000000000009,5.12,5.12,7.07,7.07,1.62,1.62,12.35,12.35,8.14,8.14,1.13,1.13,1.7400000000000002,1.7400000000000002,11.92,11.92
ESP,PHL,2024,70.75877,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,4.259276486438412,1.0,1.0,7.4799999999999995,7.4799999999999995,8.86,8.86,0.010000000000000009,0.010000000000000009,5.12,5.12,7.07,7.07,1.62,1.62,12.35,12.35,8.14,8.14,1.13,1.13,1.7400000000000002,1.7400000000000002,11.92,11.92
ESP,VNM,2024,19.050867,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,2.9471126123481026,1.0,1.0,7.4799999999999995,7.4799999999999995,8.86,8.86,0.010000000000000009,0.010000000000000009,5.12,5.12,7.07,7.07,1.62,1.62,12.35,12.35,8.14,8.14,1.13,1.13,1.7400000000000002,1.7400000000000002,11.92,11.92
ESP,IND,2019,158.685887,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,5.066926694781492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,PHL,2019,44.806463,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,3.8023523924088343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,VNM,2019,12.01643,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,2.4862748800006633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,IND,2020,107.524021,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,4.677714273769015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,PHL,2020,37.847455,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,3.6335637385210906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,VNM,2020,10.093984,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,2.311939602816755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,IND,2018,228.523218,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,5.431637815675544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,PHL,2018,31.796124,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,3.4593443955648797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,VNM,2018,9.601113,ES,ESP,3.06,4.44,11.92,17.31,0.59,1.46,1.47,4.17,5.8,6.22,11.34,12.68,4.97,6.84,13.91,19.57,4.37,6.54,8.16,9.7,0.79,1.25,2.38,6.46,8.24,13.16,21.3,40.38,1.76,2.01,3.75,9.37,7.42,8.68,9.81,17.14,26.65,32.43,46.57,60.57,13.72,3.77,16.14,4.63,26.07,4.43,38.35,11.26,8.86,7.4799999999999995,0.88,0.010000000000000009,5.12,7.07,1.62,12.35,8.14,1.13,1.7400000000000002,Spain,2.2618790292535578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2024,911.385056,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.814965481943105,1.0,1.0,8.59,8.59,10.76,10.76,1.19,1.19,3.41,3.41,8.68,8.68,-0.41000000000000014,-0.41000000000000014,13.66,13.66,17.520000000000003,17.520000000000003,5.69,5.69,8.629999999999999,8.629999999999999,13.61,13.61
IRL,PHL,2024,371.372268,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,5.917204977310072,1.0,1.0,8.59,8.59,10.76,10.76,1.19,1.19,3.41,3.41,8.68,8.68,-0.41000000000000014,-0.41000000000000014,13.66,13.66,17.520000000000003,17.520000000000003,5.69,5.69,8.629999999999999,8.629999999999999,13.61,13.61
IRL,VNM,2024,68.678458,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,4.229435583826149,1.0,1.0,8.59,8.59,10.76,10.76,1.19,1.19,3.41,3.41,8.68,8.68,-0.41000000000000014,-0.41000000000000014,13.66,13.66,17.520000000000003,17.520000000000003,5.69,5.69,8.629999999999999,8.629999999999999,13.61,13.61
IRL,VNM,2023,51.86452,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,3.9486349340448603,1.0,0.0,8.59,0.0,10.76,0.0,1.19,0.0,3.41,0.0,8.68,0.0,-0.41000000000000014,-0.0,13.66,0.0,17.520000000000003,0.0,5.69,0.0,8.629999999999999,0.0,13.61,0.0
POL,IND,2019,31.608758,PL,POL,0.45,1.81,5.45,13.58,0.01,0.28,0.9,1.15,2.0,2.67,3.78,4.15,1.75,0.91,4.35,3.8,1.68,2.37,3.77,2.9,0.11,0.48,1.63,4.47,2.98,5.31,15.74,27.33,0.68,1.09,3.44,7.16,2.33,2.86,5.13,7.7,16.35,17.56,32.63,38.09,6.48,0.35,9.05,1.23,14.45,2.01,22.16,2.35,5.0,3.64,0.89,0.62,1.1099999999999999,3.4399999999999995,1.4,7.969999999999999,10.43,1.15,2.3499999999999996,Poland,3.453434234092108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,IND,2018,30.247774,PL,POL,0.45,1.81,5.45,13.58,0.01,0.28,0.9,1.15,2.0,2.67,3.78,4.15,1.75,0.91,4.35,3.8,1.68,2.37,3.77,2.9,0.11,0.48,1.63,4.47,2.98,5.31,15.74,27.33,0.68,1.09,3.44,7.16,2.33,2.86,5.13,7.7,16.35,17.56,32.63,38.09,6.48,0.35,9.05,1.23,14.45,2.01,22.16,2.35,5.0,3.64,0.89,0.62,1.1099999999999999,3.4399999999999995,1.4,7.969999999999999,10.43,1.15,2.3499999999999996,Poland,3.409422594992351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,PHL,2018,16.524008,PL,POL,0.45,1.81,5.45,13.58,0.01,0.28,0.9,1.15,2.0,2.67,3.78,4.15,1.75,0.91,4.35,3.8,1.68,2.37,3.77,2.9,0.11,0.48,1.63,4.47,2.98,5.31,15.74,27.33,0.68,1.09,3.44,7.16,2.33,2.86,5.13,7.7,16.35,17.56,32.63,38.09,6.48,0.35,9.05,1.23,14.45,2.01,22.16,2.35,5.0,3.64,0.89,0.62,1.1099999999999999,3.4399999999999995,1.4,7.969999999999999,10.43,1.15,2.3499999999999996,Poland,2.8048143536786756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,VNM,2018,2.283476,PL,POL,0.45,1.81,5.45,13.58,0.01,0.28,0.9,1.15,2.0,2.67,3.78,4.15,1.75,0.91,4.35,3.8,1.68,2.37,3.77,2.9,0.11,0.48,1.63,4.47,2.98,5.31,15.74,27.33,0.68,1.09,3.44,7.16,2.33,2.86,5.13,7.7,16.35,17.56,32.63,38.09,6.48,0.35,9.05,1.23,14.45,2.01,22.16,2.35,5.0,3.64,0.89,0.62,1.1099999999999999,3.4399999999999995,1.4,7.969999999999999,10.43,1.15,2.3499999999999996,Poland,0.8256988434059457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,IND,2024,830.096205,FR,FRA,1.69,1.26,3.9,11.8,1.31,0.38,1.8,2.59,7.36,6.41,7.59,8.0,4.29,5.8,8.55,19.33,3.27,2.85,5.31,5.38,0.5,0.81,2.32,8.02,4.72,8.12,21.79,39.37,0.78,0.59,3.24,7.58,5.33,4.87,7.43,16.93,23.55,29.56,41.76,58.98,15.23,4.09,13.75,2.09,17.47,3.14,32.5,9.52,2.21,2.6399999999999997,0.49,1.42,1.1799999999999997,2.750000000000001,2.4599999999999995,2.2399999999999984,13.67,1.5099999999999998,2.6500000000000004,France,6.721541603712195,1.0,1.0,2.6399999999999997,2.6399999999999997,2.21,2.21,1.42,1.42,1.1799999999999997,1.1799999999999997,2.750000000000001,2.750000000000001,2.4599999999999995,2.4599999999999995,2.2399999999999984,2.2399999999999984,13.67,13.67,1.5099999999999998,1.5099999999999998,2.6500000000000004,2.6500000000000004,3.9,3.9
FRA,PHL,2024,118.526884,FR,FRA,1.69,1.26,3.9,11.8,1.31,0.38,1.8,2.59,7.36,6.41,7.59,8.0,4.29,5.8,8.55,19.33,3.27,2.85,5.31,5.38,0.5,0.81,2.32,8.02,4.72,8.12,21.79,39.37,0.78,0.59,3.24,7.58,5.33,4.87,7.43,16.93,23.55,29.56,41.76,58.98,15.23,4.09,13.75,2.09,17.47,3.14,32.5,9.52,2.21,2.6399999999999997,0.49,1.42,1.1799999999999997,2.750000000000001,2.4599999999999995,2.2399999999999984,13.67,1.5099999999999998,2.6500000000000004,France,4.775139804042573,1.0,1.0,2.6399999999999997,2.6399999999999997,2.21,2.21,1.42,1.42,1.1799999999999997,1.1799999999999997,2.750000000000001,2.750000000000001,2.4599999999999995,2.4599999999999995,2.2399999999999984,2.2399999999999984,13.67,13.67,1.5099999999999998,1.5099999999999998,2.6500000000000004,2.6500000000000004,3.9,3.9
FRA,VNM,2024,43.60662,FR,FRA,1.69,1.26,3.9,11.8,1.31,0.38,1.8,2.59,7.36,6.41,7.59,8.0,4.29,5.8,8.55,19.33,3.27,2.85,5.31,5.38,0.5,0.81,2.32,8.02,4.72,8.12,21.79,39.37,0.78,0.59,3.24,7.58,5.33,4.87,7.43,16.93,23.55,29.56,41.76,58.98,15.23,4.09,13.75,2.09,17.47,3.14,32.5,9.52,2.21,2.6399999999999997,0.49,1.42,1.1799999999999997,2.750000000000001,2.4599999999999995,2.2399999999999984,13.67,1.5099999999999998,2.6500000000000004,France,3.775208973691628,1.0,1.0,2.6399999999999997,2.6399999999999997,2.21,2.21,1.42,1.42,1.1799999999999997,1.1799999999999997,2.750000000000001,2.750000000000001,2.4599999999999995,2.4599999999999995,2.2399999999999984,2.2399999999999984,13.67,13.67,1.5099999999999998,1.5099999999999998,2.6500000000000004,2.6500000000000004,3.9,3.9
NLD,IND,2024,967.242995,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,6.874449751372955,1.0,1.0,14.330000000000002,14.330000000000002,18.25,18.25,3.28,3.28,1.6600000000000001,1.6600000000000001,14.090000000000002,14.090000000000002,1.549999999999999,1.549999999999999,19.73,19.73,21.71,21.71,5.73,5.73,7.0,7.0,22.01,22.01
NLD,PHL,2024,621.063162,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,6.431432786906281,1.0,1.0,14.330000000000002,14.330000000000002,18.25,18.25,3.28,3.28,1.6600000000000001,1.6600000000000001,14.090000000000002,14.090000000000002,1.549999999999999,1.549999999999999,19.73,19.73,21.71,21.71,5.73,5.73,7.0,7.0,22.01,22.01
NLD,VNM,2024,58.29093,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,4.065446506639396,1.0,1.0,14.330000000000002,14.330000000000002,18.25,18.25,3.28,3.28,1.6600000000000001,1.6600000000000001,14.090000000000002,14.090000000000002,1.549999999999999,1.549999999999999,19.73,19.73,21.71,21.71,5.73,5.73,7.0,7.0,22.01,22.01
NLD,IND,2018,1192.016271,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,7.083401497699918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,PHL,2018,139.796857,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,4.940190347429673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,VNM,2018,17.61229,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,2.8685969538038214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,IND,2019,830.943368,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,6.722561643315375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,PHL,2019,172.159368,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,5.148420605962964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,VNM,2019,17.43573,NL,NLD,3.76,7.68,22.01,30.18,0.22,1.02,4.3,8.13,10.53,10.79,12.45,18.03,6.42,9.69,23.78,38.51,5.59,6.73,8.28,7.73,1.0,2.0,7.73,13.65,9.31,14.87,36.58,50.61,1.86,3.73,10.73,14.0,12.42,11.74,18.03,28.56,32.05,36.97,58.03,69.99,20.05,7.39,24.8,4.72,39.78,8.88,54.98,21.29,18.25,14.330000000000002,4.08,3.28,1.6600000000000001,14.090000000000002,1.549999999999999,19.73,21.71,5.73,7.0,Netherlands,2.8585215490532208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
