dataset,na_item,nace,geo,year,unit,value
nama_10_a64,D1,M,NL,2024,CP_MEUR,52807.0
nama_10_a64,D1,M,NL,2025,CP_MEUR,56174.0
nama_10_a64,D1,M,PL,2015,CP_MEUR,7202.3
nama_10_a64,D1,M,PL,2016,CP_MEUR,7423.2
nama_10_a64,D1,M,PL,2017,CP_MEUR,8211.7
nama_10_a64,D1,M,PL,2018,CP_MEUR,9262.7
nama_10_a64,D1,M,PL,2019,CP_MEUR,10105.2
nama_10_a64,D1,M,PL,2020,CP_MEUR,10492.0
nama_10_a64,D1,M,PL,2021,CP_MEUR,11309.5
nama_10_a64,D1,M,PL,2022,CP_MEUR,13120.1
nama_10_a64,D1,M,PL,2023,CP_MEUR,16426.5
nama_10_a64,D1,M,PL,2024,CP_MEUR,17658.0
nama_10_a64,D1,M,PT,2015,CP_MEUR,3919.5
nama_10_a64,D1,M,PT,2016,CP_MEUR,3953.5
nama_10_a64,D1,M,PT,2017,CP_MEUR,4177.7
nama_10_a64,D1,M,PT,2018,CP_MEUR,4641.9
nama_10_a64,D1,M,PT,2019,CP_MEUR,5054.8
nama_10_a64,D1,M,PT,2020,CP_MEUR,5250.3
nama_10_a64,D1,M,PT,2021,CP_MEUR,5842.1
nama_10_a64,D1,M,PT,2022,CP_MEUR,6782.4
nama_10_a64,D1,M,PT,2023,CP_MEUR,7920.4
nama_10_a64,D1,M,PT,2024,CP_MEUR,8686.5
nama_10_a64,D1,M,RO,2015,CP_MEUR,2546.0
nama_10_a64,D1,M,RO,2016,CP_MEUR,2868.0
nama_10_a64,D1,M,RO,2017,CP_MEUR,3142.1
nama_10_a64,D1,M,RO,2018,CP_MEUR,3519.9
nama_10_a64,D1,M,RO,2019,CP_MEUR,3984.0
nama_10_a64,D1,M,RO,2020,CP_MEUR,3865.4
nama_10_a64,D1,M,RO,2021,CP_MEUR,4156.0
nama_10_a64,D1,M,RO,2022,CP_MEUR,4830.5
nama_10_a64,D1,M,RO,2023,CP_MEUR,5860.6
nama_10_a64,D1,M,RO,2024,CP_MEUR,6630.2
nama_10_a64,D1,M,SE,2015,CP_MEUR,17527.0
nama_10_a64,D1,M,SE,2016,CP_MEUR,18371.3
nama_10_a64,D1,M,SE,2017,CP_MEUR,19419.3
nama_10_a64,D1,M,SE,2018,CP_MEUR,19859.1
nama_10_a64,D1,M,SE,2019,CP_MEUR,20349.7
nama_10_a64,D1,M,SE,2020,CP_MEUR,20956.1
nama_10_a64,D1,M,SE,2021,CP_MEUR,22802.6
nama_10_a64,D1,M,SE,2022,CP_MEUR,24362.1
nama_10_a64,D1,M,SE,2023,CP_MEUR,25130.2
nama_10_a64,D1,M,SE,2024,CP_MEUR,27480.5
nama_10_a64,D1,M,UK,2015,CP_MEUR,108836.7
nama_10_a64,D1,M,UK,2016,CP_MEUR,101130.0
nama_10_a64,D1,M,UK,2017,CP_MEUR,100497.3
nama_10_a64,D1,M,UK,2018,CP_MEUR,104697.6
nama_10_a64,P1,M71,AT,2015,CP_MEUR,7592.4
nama_10_a64,P1,M71,AT,2016,CP_MEUR,7566.6
nama_10_a64,P1,M71,AT,2017,CP_MEUR,7996.6
nama_10_a64,P1,M71,AT,2018,CP_MEUR,8968.1
nama_10_a64,P1,M71,AT,2019,CP_MEUR,9685.3
nama_10_a64,P1,M71,AT,2020,CP_MEUR,9488.2
nama_10_a64,P1,M71,AT,2021,CP_MEUR,9802.2
nama_10_a64,P1,M71,AT,2022,CP_MEUR,10879.1
nama_10_a64,P1,M71,AT,2023,CP_MEUR,11480.5
nama_10_a64,P1,M71,AT,2024,CP_MEUR,11819.2
nama_10_a64,P1,M71,BE,2015,CP_MEUR,10117.7
nama_10_a64,P1,M71,BE,2016,CP_MEUR,10524.6
nama_10_a64,P1,M71,BE,2017,CP_MEUR,11477.7
nama_10_a64,P1,M71,BE,2018,CP_MEUR,12388.0
nama_10_a64,P1,M71,BE,2019,CP_MEUR,12988.2
nama_10_a64,P1,M71,BE,2020,CP_MEUR,12739.0
nama_10_a64,P1,M71,BE,2021,CP_MEUR,14031.0
nama_10_a64,P1,M71,BE,2022,CP_MEUR,15463.1
nama_10_a64,P1,M71,BE,2023,CP_MEUR,17448.5
nama_10_a64,P1,M71,CZ,2015,CP_MEUR,5268.5
nama_10_a64,P1,M71,CZ,2016,CP_MEUR,5177.7
nama_10_a64,P1,M71,CZ,2017,CP_MEUR,5591.8
nama_10_a64,P1,M71,CZ,2018,CP_MEUR,6333.0
nama_10_a64,P1,M71,CZ,2019,CP_MEUR,6366.5
nama_10_a64,P1,M71,CZ,2020,CP_MEUR,6087.5
nama_10_a64,P1,M71,CZ,2021,CP_MEUR,6830.0
nama_10_a64,P1,M71,CZ,2022,CP_MEUR,8320.6
nama_10_a64,P1,M71,CZ,2023,CP_MEUR,9258.4
nama_10_a64,P1,M71,CZ,2024,CP_MEUR,9208.6
nama_10_a64,P1,M71,CZ,2025,CP_MEUR,9871.2
nama_10_a64,P1,M71,DE,2015,CP_MEUR,82352.0
nama_10_a64,P1,M71,DE,2016,CP_MEUR,87478.0
nama_10_a64,P1,M71,DE,2017,CP_MEUR,97458.0
nama_10_a64,P1,M71,DE,2018,CP_MEUR,105291.0
nama_10_a64,P1,M71,DE,2019,CP_MEUR,110110.0
nama_10_a64,P1,M71,DE,2020,CP_MEUR,107014.0
nama_10_a64,P1,M71,DE,2021,CP_MEUR,109218.0
nama_10_a64,P1,M71,DE,2022,CP_MEUR,119069.0
nama_10_a64,P1,M71,DE,2023,CP_MEUR,134500.0
nama_10_a64,P1,M71,DK,2015,CP_MEUR,8432.6
nama_10_a64,P1,M71,DK,2016,CP_MEUR,8827.9
nama_10_a64,P1,M71,DK,2017,CP_MEUR,9257.0
nama_10_a64,P1,M71,DK,2018,CP_MEUR,9443.0
nama_10_a64,P1,M71,DK,2019,CP_MEUR,9378.3
nama_10_a64,P1,M71,DK,2020,CP_MEUR,9039.2
nama_10_a64,P1,M71,DK,2021,CP_MEUR,10053.7
nama_10_a64,P1,M71,DK,2022,CP_MEUR,11139.7
nama_10_a64,P1,M71,DK,2023,CP_MEUR,11656.9
nama_10_a64,P1,M71,DK,2024,CP_MEUR,12730.3
nama_10_a64,P1,M71,DK,2025,CP_MEUR,13749.1
nama_10_a64,P1,M71,EL,2015,CP_MEUR,2584.4
nama_10_a64,P1,M71,EL,2016,CP_MEUR,2356.4
nama_10_a64,P1,M71,EL,2017,CP_MEUR,2312.5
nama_10_a64,P1,M71,EL,2018,CP_MEUR,2383.5
nama_10_a64,P1,M71,EL,2019,CP_MEUR,2841.1
nama_10_a64,P1,M71,EL,2020,CP_MEUR,2789.9
nama_10_a64,P1,M71,EL,2021,CP_MEUR,3109.9
nama_10_a64,P1,M71,EL,2022,CP_MEUR,3820.5
nama_10_a64,P1,M71,EL,2023,CP_MEUR,4282.6
nama_10_a64,P1,M71,EL,2024,CP_MEUR,4282.0
nama_10_a64,P1,M71,ES,2015,CP_MEUR,24494.0
nama_10_a64,P1,M71,ES,2016,CP_MEUR,25685.0
nama_10_a64,P1,M71,ES,2017,CP_MEUR,26299.0
nama_10_a64,P1,M71,ES,2018,CP_MEUR,25905.0
nama_10_a64,P1,M71,ES,2019,CP_MEUR,27307.0
nama_10_a64,P1,M71,ES,2020,CP_MEUR,24508.0
nama_10_a64,P1,M71,ES,2021,CP_MEUR,28738.0
nama_10_a64,P1,M71,ES,2022,CP_MEUR,32211.0
nama_10_a64,P1,M71,ES,2023,CP_MEUR,35909.0
nama_10_a64,P1,M71,FI,2015,CP_MEUR,5796.0
nama_10_a64,P1,M71,FI,2016,CP_MEUR,5874.0
nama_10_a64,P1,M71,FI,2017,CP_MEUR,6240.0
nama_10_a64,P1,M71,FI,2018,CP_MEUR,6679.0
nama_10_a64,P1,M71,FI,2019,CP_MEUR,6777.0
nama_10_a64,P1,M71,FI,2020,CP_MEUR,6917.0
nama_10_a64,P1,M71,FI,2021,CP_MEUR,6907.0
nama_10_a64,P1,M71,FI,2022,CP_MEUR,7457.0
nama_10_a64,P1,M71,FI,2023,CP_MEUR,7617.0
nama_10_a64,P1,M71,FI,2024,CP_MEUR,7764.0
nama_10_a64,P1,M71,FI,2025,CP_MEUR,8355.0
nama_10_a64,P1,M71,FR,2015,CP_MEUR,61263.7
nama_10_a64,P1,M71,FR,2016,CP_MEUR,63333.0
nama_10_a64,P1,M71,FR,2017,CP_MEUR,64225.9
nama_10_a64,P1,M71,FR,2018,CP_MEUR,65205.8
nama_10_a64,P1,M71,FR,2019,CP_MEUR,70119.9
nama_10_a64,P1,M71,FR,2020,CP_MEUR,67192.5
nama_10_a64,P1,M71,FR,2021,CP_MEUR,76151.5
nama_10_a64,P1,M71,FR,2022,CP_MEUR,81799.5
nama_10_a64,P1,M71,FR,2023,CP_MEUR,87371.2
nama_10_a64,P1,M71,FR,2024,CP_MEUR,92549.0
nama_10_a64,P1,M71,HU,2015,CP_MEUR,1834.1
nama_10_a64,P1,M71,HU,2016,CP_MEUR,1931.4
nama_10_a64,P1,M71,HU,2017,CP_MEUR,2248.5
nama_10_a64,P1,M71,HU,2018,CP_MEUR,2573.9
nama_10_a64,P1,M71,HU,2019,CP_MEUR,3004.6
nama_10_a64,P1,M71,HU,2020,CP_MEUR,3172.7
nama_10_a64,P1,M71,HU,2021,CP_MEUR,3387.6
nama_10_a64,P1,M71,HU,2022,CP_MEUR,3572.0
nama_10_a64,P1,M71,HU,2023,CP_MEUR,4091.0
nama_10_a64,P1,M71,HU,2024,CP_MEUR,4157.3
nama_10_a64,P1,M71,IE,2015,CP_MEUR,2448.7
nama_10_a64,P1,M71,IE,2016,CP_MEUR,2871.0
nama_10_a64,P1,M71,IE,2017,CP_MEUR,2903.3
nama_10_a64,P1,M71,IE,2018,CP_MEUR,3555.7
nama_10_a64,P1,M71,IE,2019,CP_MEUR,3814.0
nama_10_a64,P1,M71,IE,2020,CP_MEUR,4139.8
nama_10_a64,P1,M71,IE,2021,CP_MEUR,4943.2
nama_10_a64,P1,M71,IE,2022,CP_MEUR,5919.9
nama_10_a64,P1,M71,IE,2023,CP_MEUR,6569.2
nama_10_a64,P1,M71,IE,2024,CP_MEUR,7075.0
nama_10_a64,P1,M71,IT,2015,CP_MEUR,31329.9
nama_10_a64,P1,M71,IT,2016,CP_MEUR,31462.0
nama_10_a64,P1,M71,IT,2017,CP_MEUR,31633.7
nama_10_a64,P1,M71,IT,2018,CP_MEUR,31710.0
nama_10_a64,P1,M71,IT,2019,CP_MEUR,31666.8
nama_10_a64,P1,M71,IT,2020,CP_MEUR,32293.9
nama_10_a64,P1,M71,IT,2021,CP_MEUR,38196.6
nama_10_a64,P1,M71,IT,2022,CP_MEUR,44178.7
nama_10_a64,P1,M71,IT,2023,CP_MEUR,50039.5
nama_10_a64,P1,M71,NL,2015,CP_MEUR,14781.0
nama_10_a64,P1,M71,NL,2016,CP_MEUR,15605.0
nama_10_a64,P1,M71,NL,2017,CP_MEUR,16568.0
nama_10_a64,P1,M71,NL,2018,CP_MEUR,18148.0
nama_10_a64,P1,M71,NL,2019,CP_MEUR,18790.0
nama_10_a64,P1,M71,NL,2020,CP_MEUR,19628.0
nama_10_a64,P1,M71,NL,2021,CP_MEUR,21625.0
nama_10_a64,P1,M71,NL,2022,CP_MEUR,24032.0
nama_10_a64,P1,M71,NL,2023,CP_MEUR,26473.0
nama_10_a64,P1,M71,NL,2024,CP_MEUR,28193.0
nama_10_a64,P1,M71,NL,2025,CP_MEUR,30022.0
nama_10_a64,P1,M71,PL,2015,CP_MEUR,7748.1
nama_10_a64,P1,M71,PL,2016,CP_MEUR,7283.9
nama_10_a64,P1,M71,PL,2017,CP_MEUR,7465.6
nama_10_a64,P1,M71,PL,2018,CP_MEUR,8841.7
nama_10_a64,P1,M71,PL,2019,CP_MEUR,9553.2
nama_10_a64,P1,M71,PL,2020,CP_MEUR,9806.7
nama_10_a64,P1,M71,PL,2021,CP_MEUR,10062.2
nama_10_a64,P1,M71,PL,2022,CP_MEUR,11491.2
nama_10_a64,P1,M71,PL,2023,CP_MEUR,12716.0
nama_10_a64,P1,M71,PT,2015,CP_MEUR,2298.8
nama_10_a64,P1,M71,PT,2016,CP_MEUR,2384.6
nama_10_a64,P1,M71,PT,2017,CP_MEUR,2631.2
nama_10_a64,P1,M71,PT,2018,CP_MEUR,2912.5
nama_10_a64,P1,M71,PT,2019,CP_MEUR,3127.1
nama_10_a64,P1,M71,PT,2020,CP_MEUR,3001.6
nama_10_a64,P1,M71,PT,2021,CP_MEUR,3480.8
nama_10_a64,P1,M71,PT,2022,CP_MEUR,4110.6
nama_10_a64,P1,M71,PT,2023,CP_MEUR,5065.6
nama_10_a64,P1,M71,RO,2015,CP_MEUR,3711.3
nama_10_a64,P1,M71,RO,2016,CP_MEUR,3517.4
nama_10_a64,P1,M71,RO,2017,CP_MEUR,4011.6
nama_10_a64,P1,M71,RO,2018,CP_MEUR,4425.4
nama_10_a64,P1,M71,RO,2019,CP_MEUR,4887.6
nama_10_a64,P1,M71,RO,2020,CP_MEUR,4560.8
nama_10_a64,P1,M71,RO,2021,CP_MEUR,4962.4
nama_10_a64,P1,M71,RO,2022,CP_MEUR,6722.7
nama_10_a64,P1,M71,RO,2023,CP_MEUR,8294.9
nama_10_a64,P1,M71,RO,2024,CP_MEUR,9742.1
nama_10_a64,P1,M71,UK,2015,CP_MEUR,60747.5
nama_10_a64,P1,M71,UK,2016,CP_MEUR,56229.6
nama_10_a64,P1,M71,UK,2017,CP_MEUR,59157.9
nama_10_a64,P1,M71,UK,2018,CP_MEUR,62333.4
nama_10_a64,P1,F,AT,2015,CP_MEUR,49535.8
nama_10_a64,P1,F,AT,2016,CP_MEUR,50760.8
nama_10_a64,P1,F,AT,2017,CP_MEUR,53882.7
nama_10_a64,P1,F,AT,2018,CP_MEUR,57022.1
nama_10_a64,P1,F,AT,2019,CP_MEUR,60457.9
nama_10_a64,P1,F,AT,2020,CP_MEUR,60408.2
nama_10_a64,P1,F,AT,2021,CP_MEUR,65848.5
nama_10_a64,P1,F,AT,2022,CP_MEUR,73406.7
nama_10_a64,P1,F,AT,2023,CP_MEUR,74350.4
nama_10_a64,P1,F,AT,2024,CP_MEUR,73664.4
nama_10_a64,P1,F,BE,2015,CP_MEUR,68851.1
nama_10_a64,P1,F,BE,2016,CP_MEUR,71657.7
nama_10_a64,P1,F,BE,2017,CP_MEUR,74687.6
nama_10_a64,P1,F,BE,2018,CP_MEUR,79993.5
nama_10_a64,P1,F,BE,2019,CP_MEUR,85922.8
nama_10_a64,P1,F,BE,2020,CP_MEUR,83013.8
nama_10_a64,P1,F,BE,2021,CP_MEUR,95876.4
nama_10_a64,P1,F,BE,2022,CP_MEUR,104692.2
nama_10_a64,P1,F,BE,2023,CP_MEUR,111190.9
nama_10_a64,P1,F,BE,2024,CP_MEUR,113593.4
nama_10_a64,P1,F,CZ,2015,CP_MEUR,28633.5
nama_10_a64,P1,F,CZ,2016,CP_MEUR,27589.3
nama_10_a64,P1,F,CZ,2017,CP_MEUR,30357.0
nama_10_a64,P1,F,CZ,2018,CP_MEUR,34761.2
nama_10_a64,P1,F,CZ,2019,CP_MEUR,37018.9
nama_10_a64,P1,F,CZ,2020,CP_MEUR,36076.7
nama_10_a64,P1,F,CZ,2021,CP_MEUR,40872.5
nama_10_a64,P1,F,CZ,2022,CP_MEUR,50173.8
nama_10_a64,P1,F,CZ,2023,CP_MEUR,54597.7
nama_10_a64,P1,F,CZ,2024,CP_MEUR,53980.9
nama_10_a64,P1,F,CZ,2025,CP_MEUR,61328.4
nama_10_a64,P1,F,DE,2015,CP_MEUR,277947.0
nama_10_a64,P1,F,DE,2016,CP_MEUR,288371.0
nama_10_a64,P1,F,DE,2017,CP_MEUR,306278.0
nama_10_a64,P1,F,DE,2018,CP_MEUR,335402.0
nama_10_a64,P1,F,DE,2019,CP_MEUR,355763.0
nama_10_a64,P1,F,DE,2020,CP_MEUR,387436.0
nama_10_a64,P1,F,DE,2021,CP_MEUR,396038.0
nama_10_a64,P1,F,DE,2022,CP_MEUR,437652.0
nama_10_a64,P1,F,DE,2023,CP_MEUR,464729.0
nama_10_a64,P1,F,DE,2024,CP_MEUR,465157.0
nama_10_a64,P1,F,DK,2015,CP_MEUR,32161.9
nama_10_a64,P1,F,DK,2016,CP_MEUR,35525.1
nama_10_a64,P1,F,DK,2017,CP_MEUR,38046.8
nama_10_a64,P1,F,DK,2018,CP_MEUR,41811.7
nama_10_a64,P1,F,DK,2019,CP_MEUR,39713.6
nama_10_a64,P1,F,DK,2020,CP_MEUR,39847.1
nama_10_a64,P1,F,DK,2021,CP_MEUR,46027.7
nama_10_a64,P1,F,DK,2022,CP_MEUR,51314.9
nama_10_a64,P1,F,DK,2023,CP_MEUR,50723.2
nama_10_a64,P1,F,DK,2024,CP_MEUR,52465.7
nama_10_a64,P1,F,DK,2025,CP_MEUR,53204.9
nama_10_a64,P1,F,EL,2015,CP_MEUR,10703.6
nama_10_a64,P1,F,EL,2016,CP_MEUR,9512.8
nama_10_a64,P1,F,EL,2017,CP_MEUR,6444.3
nama_10_a64,P1,F,EL,2018,CP_MEUR,7586.4
nama_10_a64,P1,F,EL,2019,CP_MEUR,8086.0
nama_10_a64,P1,F,EL,2020,CP_MEUR,7181.6
nama_10_a64,P1,F,EL,2021,CP_MEUR,10020.9
nama_10_a64,P1,F,EL,2022,CP_MEUR,13063.7
nama_10_a64,P1,F,EL,2023,CP_MEUR,15287.1
nama_10_a64,P1,F,EL,2024,CP_MEUR,16933.8
nama_10_a64,P1,F,ES,2015,CP_MEUR,126605.0
nama_10_a64,P1,F,ES,2016,CP_MEUR,128532.0
nama_10_a64,P1,F,ES,2017,CP_MEUR,140043.0
nama_10_a64,P1,F,ES,2018,CP_MEUR,152446.0
nama_10_a64,P1,F,ES,2019,CP_MEUR,169139.0
nama_10_a64,P1,F,ES,2020,CP_MEUR,153540.0
nama_10_a64,P1,F,ES,2021,CP_MEUR,164022.0
nama_10_a64,P1,F,ES,2022,CP_MEUR,187990.0
nama_10_a64,P1,F,ES,2023,CP_MEUR,203258.0
nama_10_a64,P1,F,ES,2024,CP_MEUR,214845.0
nama_10_a64,P1,F,EU27_2020,2015,CP_MEUR,1453196.8
nama_10_a64,P1,F,EU27_2020,2016,CP_MEUR,1476734.2
nama_10_a64,P1,F,EU27_2020,2017,CP_MEUR,1561375.5
nama_10_a64,P1,F,EU27_2020,2018,CP_MEUR,1681947.1
nama_10_a64,P1,F,EU27_2020,2019,CP_MEUR,1789611.9
nama_10_a64,P1,F,EU27_2020,2020,CP_MEUR,1781950.3
nama_10_a64,P1,F,EU27_2020,2021,CP_MEUR,1985054.4
nama_10_a64,P1,F,EU27_2020,2022,CP_MEUR,2259400.2
nama_10_a64,P1,F,EU27_2020,2023,CP_MEUR,2428226.6
nama_10_a64,P1,F,EU27_2020,2024,CP_MEUR,2472612.2
nama_10_a64,P1,F,FI,2015,CP_MEUR,29602.0
nama_10_a64,P1,F,FI,2016,CP_MEUR,32321.0
nama_10_a64,P1,F,FI,2017,CP_MEUR,35198.0
nama_10_a64,P1,F,FI,2018,CP_MEUR,37890.0
nama_10_a64,P1,F,FI,2019,CP_MEUR,39527.0
nama_10_a64,P1,F,FI,2020,CP_MEUR,39834.0
nama_10_a64,P1,F,FI,2021,CP_MEUR,40474.0
nama_10_a64,P1,F,FI,2022,CP_MEUR,43502.0
nama_10_a64,P1,F,FI,2023,CP_MEUR,41273.0
nama_10_a64,P1,F,FI,2024,CP_MEUR,38482.0
nama_10_a64,P1,F,FI,2025,CP_MEUR,37871.0
nama_10_a64,P1,F,FR,2015,CP_MEUR,289025.3
nama_10_a64,P1,F,FR,2016,CP_MEUR,289916.7
nama_10_a64,P1,F,FR,2017,CP_MEUR,304077.8
nama_10_a64,P1,F,FR,2018,CP_MEUR,316295.9
nama_10_a64,P1,F,FR,2019,CP_MEUR,331419.0
nama_10_a64,P1,F,FR,2020,CP_MEUR,312242.4
nama_10_a64,P1,F,FR,2021,CP_MEUR,357822.7
nama_10_a64,P1,F,FR,2022,CP_MEUR,387107.7
nama_10_a64,P1,F,FR,2023,CP_MEUR,405813.4
nama_10_a64,P1,F,FR,2024,CP_MEUR,404510.1
nama_10_a64,P1,F,FR,2025,CP_MEUR,401991.0
nama_10_a64,P1,F,HU,2015,CP_MEUR,10396.6
nama_10_a64,P1,F,HU,2016,CP_MEUR,9401.9
nama_10_a64,P1,F,HU,2017,CP_MEUR,12175.4
nama_10_a64,P1,F,HU,2018,CP_MEUR,15600.3
nama_10_a64,P1,F,HU,2019,CP_MEUR,18961.0
nama_10_a64,P1,F,HU,2020,CP_MEUR,18473.4
nama_10_a64,P1,F,HU,2021,CP_MEUR,21726.1
nama_10_a64,P1,F,HU,2022,CP_MEUR,25209.0
nama_10_a64,P1,F,HU,2023,CP_MEUR,27703.9
nama_10_a64,P1,F,HU,2024,CP_MEUR,27670.4
nama_10_a64,P1,F,IE,2015,CP_MEUR,15265.7
nama_10_a64,P1,F,IE,2016,CP_MEUR,19539.4
nama_10_a64,P1,F,IE,2017,CP_MEUR,24761.5
nama_10_a64,P1,F,IE,2018,CP_MEUR,26664.7
nama_10_a64,P1,F,IE,2019,CP_MEUR,27427.1
nama_10_a64,P1,F,IE,2020,CP_MEUR,27992.9
nama_10_a64,P1,F,IE,2021,CP_MEUR,36345.5
nama_10_a64,P1,F,IE,2022,CP_MEUR,46236.2
nama_10_a64,P1,F,IE,2023,CP_MEUR,46907.2
nama_10_a64,P1,F,IE,2024,CP_MEUR,48067.2
nama_10_a64,P1,F,IT,2015,CP_MEUR,186611.4
nama_10_a64,P1,F,IT,2016,CP_MEUR,184000.4
nama_10_a64,P1,F,IT,2017,CP_MEUR,183971.8
nama_10_a64,P1,F,IT,2018,CP_MEUR,186937.6
nama_10_a64,P1,F,IT,2019,CP_MEUR,192488.4
nama_10_a64,P1,F,IT,2020,CP_MEUR,182344.4
nama_10_a64,P1,F,IT,2021,CP_MEUR,240050.9
nama_10_a64,P1,F,IT,2022,CP_MEUR,298381.6
nama_10_a64,P1,F,IT,2023,CP_MEUR,339550.0
nama_10_a64,P1,F,IT,2024,CP_MEUR,333448.7
nama_10_a64,P1,F,NL,2015,CP_MEUR,84872.0
nama_10_a64,P1,F,NL,2016,CP_MEUR,92672.0
nama_10_a64,P1,F,NL,2017,CP_MEUR,98743.0
nama_10_a64,P1,F,NL,2018,CP_MEUR,109261.0
nama_10_a64,P1,F,NL,2019,CP_MEUR,118281.0
nama_10_a64,P1,F,NL,2020,CP_MEUR,122952.0
nama_10_a64,P1,F,NL,2021,CP_MEUR,133525.0
nama_10_a64,P1,F,NL,2022,CP_MEUR,149842.0
nama_10_a64,P1,F,NL,2023,CP_MEUR,157571.0
nama_10_a64,P1,F,NL,2024,CP_MEUR,164636.0
nama_10_a64,P1,F,NL,2025,CP_MEUR,175152.0
nama_10_a64,P1,F,PL,2015,CP_MEUR,86780.2
nama_10_a64,P1,F,PL,2016,CP_MEUR,82078.3
nama_10_a64,P1,F,PL,2017,CP_MEUR,84929.1
nama_10_a64,P1,F,PL,2018,CP_MEUR,97487.0
nama_10_a64,P1,F,PL,2019,CP_MEUR,106713.7
nama_10_a64,P1,F,PL,2020,CP_MEUR,103817.9
nama_10_a64,P1,F,PL,2021,CP_MEUR,111301.8
nama_10_a64,P1,F,PL,2022,CP_MEUR,131516.8
nama_10_a64,P1,F,PL,2023,CP_MEUR,152504.4
nama_10_a64,P1,F,PL,2024,CP_MEUR,164077.5
nama_10_a64,P1,F,PT,2015,CP_MEUR,17021.2
nama_10_a64,P1,F,PT,2016,CP_MEUR,16812.6
nama_10_a64,P1,F,PT,2017,CP_MEUR,18784.0
nama_10_a64,P1,F,PT,2018,CP_MEUR,20712.4
nama_10_a64,P1,F,PT,2019,CP_MEUR,22798.7
nama_10_a64,P1,F,PT,2020,CP_MEUR,23436.2
nama_10_a64,P1,F,PT,2021,CP_MEUR,26290.3
nama_10_a64,P1,F,PT,2022,CP_MEUR,30631.0
nama_10_a64,P1,F,PT,2023,CP_MEUR,34909.8
nama_10_a64,P1,F,PT,2024,CP_MEUR,37694.0
nama_10_a64,P1,F,RO,2015,CP_MEUR,27538.2
nama_10_a64,P1,F,RO,2016,CP_MEUR,27915.6
nama_10_a64,P1,F,RO,2017,CP_MEUR,27493.6
nama_10_a64,P1,F,RO,2018,CP_MEUR,31834.2
nama_10_a64,P1,F,RO,2019,CP_MEUR,38362.7
nama_10_a64,P1,F,RO,2020,CP_MEUR,41344.9
nama_10_a64,P1,F,RO,2021,CP_MEUR,43781.3
nama_10_a64,P1,F,RO,2022,CP_MEUR,55483.3
nama_10_a64,P1,F,RO,2023,CP_MEUR,69932.7
nama_10_a64,P1,F,RO,2024,CP_MEUR,74828.9
nama_10_a64,P1,F,SE,2015,CP_MEUR,56257.6
nama_10_a64,P1,F,SE,2016,CP_MEUR,57915.1
nama_10_a64,P1,F,SE,2017,CP_MEUR,63626.1
nama_10_a64,P1,F,SE,2018,CP_MEUR,64954.1
nama_10_a64,P1,F,SE,2019,CP_MEUR,66757.2
nama_10_a64,P1,F,SE,2020,CP_MEUR,68383.2
nama_10_a64,P1,F,SE,2021,CP_MEUR,75399.0
nama_10_a64,P1,F,SE,2022,CP_MEUR,81738.8
nama_10_a64,P1,F,SE,2023,CP_MEUR,76111.8
nama_10_a64,P1,F,UK,2015,CP_MEUR,374521.9
nama_10_a64,P1,F,UK,2016,CP_MEUR,347461.8
nama_10_a64,P1,F,UK,2017,CP_MEUR,344453.4
nama_10_a64,P1,F,UK,2018,CP_MEUR,356761.0
nama_10_a64,P1,M,AT,2015,CP_MEUR,32370.3
nama_10_a64,P1,M,AT,2016,CP_MEUR,33213.2
nama_10_a64,P1,M,AT,2017,CP_MEUR,34954.5
nama_10_a64,P1,M,AT,2018,CP_MEUR,37036.1
nama_10_a64,P1,M,AT,2019,CP_MEUR,39625.9
nama_10_a64,P1,M,AT,2020,CP_MEUR,38889.9
nama_10_a64,P1,M,AT,2021,CP_MEUR,41746.4
nama_10_a64,P1,M,AT,2022,CP_MEUR,46963.0
nama_10_a64,P1,M,AT,2023,CP_MEUR,51475.4
nama_10_a64,P1,M,AT,2024,CP_MEUR,53151.4
nama_10_a64,P1,M,BE,2015,CP_MEUR,75257.9
nama_10_a64,P1,M,BE,2016,CP_MEUR,79848.2
nama_10_a64,P1,M,BE,2017,CP_MEUR,85670.7
nama_10_a64,P1,M,BE,2018,CP_MEUR,87788.8
nama_10_a64,P1,M,BE,2019,CP_MEUR,90786.4
nama_10_a64,P1,M,BE,2020,CP_MEUR,91086.9
nama_10_a64,P1,M,BE,2021,CP_MEUR,102951.8
nama_10_a64,P1,M,BE,2022,CP_MEUR,113755.2
nama_10_a64,P1,M,BE,2023,CP_MEUR,122747.6
nama_10_a64,P1,M,BE,2024,CP_MEUR,130584.7
nama_10_a64,P1,M,CZ,2015,CP_MEUR,18377.1
nama_10_a64,P1,M,CZ,2016,CP_MEUR,19281.8
nama_10_a64,P1,M,CZ,2017,CP_MEUR,20814.2
nama_10_a64,P1,M,CZ,2018,CP_MEUR,22955.3
nama_10_a64,P1,M,CZ,2019,CP_MEUR,23602.2
nama_10_a64,P1,M,CZ,2020,CP_MEUR,22303.8
nama_10_a64,P1,M,CZ,2021,CP_MEUR,25035.6
nama_10_a64,P1,M,CZ,2022,CP_MEUR,29320.7
nama_10_a64,P1,M,CZ,2023,CP_MEUR,32326.2
nama_10_a64,P1,M,CZ,2024,CP_MEUR,33199.6
nama_10_a64,P1,M,CZ,2025,CP_MEUR,35492.4
nama_10_a64,P1,M,DE,2015,CP_MEUR,327893.0
nama_10_a64,P1,M,DE,2016,CP_MEUR,349067.0
