REF_AREA,COUNTERPART_AREA,TRADE_FLOW,SERVICE,TIME_PERIOD,OBS_VALUE,ADJUSTMENT,UNIT_MEASURE,OBS_STATUS,corridor,service_name,source_url
GBR,CHN,M,SJ3,2022,1476.799018,B,USD_EXC,I,UK imports from China,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.CHN.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,CHN,M,SJ3,2023,1359.993512,B,USD_EXC,I,UK imports from China,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.CHN.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,CHN,M,SJ3,2024,1545.958995,B,USD_EXC,I,UK imports from China,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.CHN.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2015,12.813699,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2016,22.792937,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2017,30.544211,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2018,44.719499,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2019,41.902342,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2020,37.444938,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2021,45.989018,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2022,38.892405,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2023,52.201733,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SE,2024,72.770864,B,USD_EXC,I,UK imports from India,Construction services (SE),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SE.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2015,1757.693027,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2016,1528.858249,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2017,1636.70655,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2018,1957.10771,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2019,2215.278313,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2020,2255.07815,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2021,2794.747525,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2022,3298.536882,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2023,4082.178578,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SI,2024,4722.960399,B,USD_EXC,I,UK imports from India,Computer and information services (SI),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SI.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2015,1204.871109,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2016,1272.323805,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2017,1666.377681,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2018,1795.352063,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2019,2186.610935,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2020,2430.565755,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2021,3189.190512,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2022,4012.287126,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2023,3901.590722,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
GBR,IND,M,SJ3,2024,4979.295577,B,USD_EXC,I,UK imports from India,Technical and other business services (SJ3),"https://sdmx.oecd.org/public/rest/v1/data/OECD.SDD.TPS,DSD_BATIS@DF_BATIS,1.0/GBR.IND.M.S.SJ3.A.USD_EXC.B?startPeriod=2015&endPeriod=2024"
