importer,partner,year,value,iso3,ai_M_2024,ai_F_2024,ai_M_2021,ai_F_2021,dM,dF,gap24,ai_M,ai_F,logv,ihs,post,post20,post_x_dM,post_x_dF,post_x_M24,post_x_F24,post_x_gap,fake_x_dM
DNK,IND,2020,79.858753,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,4.380259486687217,5.073445865745002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,PHL,2020,16.111324,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,2.779522378790157,3.473631284605757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,VNM,2020,8.355008,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,2.1228611195573714,2.819570558647213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,IND,2021,83.182879,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,39.22,8.87,4.421041545401296,5.114224854348732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,PHL,2021,28.12637,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,39.22,8.87,3.336707570449348,4.03017061990751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,VNM,2021,10.884583,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,39.22,8.87,2.387347384352312,3.0825980818776735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
BEL,IND,2023,105.511789,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,28.28,5.17,4.658822690749046,5.351992326843999,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
BEL,IND,2022,95.693051,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,4.561145683492307,5.254320163975205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,PHL,2022,23.992721,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,3.17775049267906,3.871331681770114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,VNM,2022,10.468131,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,2.3483354989189804,3.043756313073614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
DNK,IND,2022,104.383409,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,4.648070745195273,5.341240869384139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,PHL,2022,27.921729,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,3.3294052029108756,4.022872897169231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
DNK,VNM,2022,10.585901,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,2.3595230214177603,3.0548936950813217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.68
BEL,VNM,2019,4.539392,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,1.5127930823802327,2.217857583541496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,IND,2020,75.631776,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,4.325876512337166,5.019067395061046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
CZE,IND,2021,86.067764,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.28,0.35,4.455134939469506,5.1483158671702665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,PHL,2021,9.550841,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.28,0.35,2.2566292134425607,2.9525058654280167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,VNM,2021,6.848149,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.28,0.35,1.9239783967803055,2.6224142639072263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,IND,2020,86.764293,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,4.463195166062314,5.156375554132201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,PHL,2020,8.440145,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,2.1329994885550763,2.829637796586292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,VNM,2020,4.763844,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,1.5610549053649654,2.2650404137117035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
BEL,PHL,2020,16.516961,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,2.804387792332557,3.498450104492333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,VNM,2020,6.044899,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,1.7992147759040158,2.4991344592125038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,IND,2021,112.714962,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,20.24,8.3,4.724862171772561,5.418029029566594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,PHL,2021,20.299394,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,20.24,8.3,3.0105910333854067,3.704344362376592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
BEL,VNM,2021,7.994524,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,20.24,8.3,2.0787568073027507,2.7757928375302807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.680000000000003
CZE,IND,2023,82.335821,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.42,1.34,4.4108062620783155,5.103990318174599,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
CZE,PHL,2023,11.968783,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.42,1.34,2.4823018435572752,3.1771896524555086,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
CZE,VNM,2023,5.964002,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,9.42,1.34,1.7857417322478415,2.485844478024228,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
CZE,IND,2024,79.043128,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,22.09,2.35,4.369993627555332,5.063180819695761,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
CZE,PHL,2024,22.747322,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,22.09,2.35,3.124447424182375,3.8180774021609962,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
CZE,VNM,2024,9.128789,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,22.09,2.35,2.2114330461599536,2.9075667640951273,1.0,1.0,12.81,2.0,22.09,2.35,19.74,12.81
DNK,IND,2019,79.523183,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,4.376048589213229,5.069235299767088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,PHL,2019,17.389498,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,2.8558664607844895,3.54983935221826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,VNM,2019,4.376363,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,1.4762180141473216,2.1821698785869907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,IND,2018,73.554769,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,4.29803028519014,4.991223670671613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,PHL,2018,21.107896,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,3.049647188489404,3.743355010090402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,VNM,2018,4.258997,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,1.4490336865501263,2.155686773296974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,IND,2019,97.760282,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,4.582518380034509,5.275691718205469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,PHL,2019,16.038081,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,,,2.7749659568771334,3.469083654000152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2020,80.916966,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,4.393423517775576,5.086608878338306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,PHL,2020,12.828591,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,2.551676351864149,3.2463391676854916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,IND,2019,70.184262,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,4.251124097863683,4.944322027421813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,PHL,2019,11.825221,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,2.4702346234211143,3.165164839012228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,VNM,2019,3.441028,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,1.2357702639516643,1.949392162293428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2024,181.27078,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,48.46,11.26,5.199991935439035,5.893146724155619,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
FIN,PHL,2024,17.829635,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,48.46,11.26,2.8808619605494163,3.574794636042857,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
FIN,VNM,2024,6.063632,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,48.46,11.26,1.8023089604827687,2.5021872802360883,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
GRC,IND,2022,12.018158,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,2.486418672771563,3.1812922456389487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,IND,2018,10.68082,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,2.3684496096109076,3.0637810676128217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,PHL,2018,3.033782,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,1.1098100260046924,1.8290754757621748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,VNM,2018,0.378704,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,-0.9710003816796817,0.3701906514540423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,IND,2021,9.857706,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,9.2,2.82,2.2882534843448474,2.983963488047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,PHL,2021,7.270838,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,9.2,2.82,1.9838715531281412,2.681714555607032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,VNM,2021,1.782821,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,9.2,2.82,0.5781969412445822,1.3420673327187593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,IND,2020,8.555897,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,2.146620752812027,2.8431657133179296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,PHL,2020,3.791224,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,1.3326889221006661,2.042792356323133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,VNM,2020,1.151112,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,0.1407284316955916,0.9842956237029159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,IND,2019,8.990945,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,2.196217959755586,2.8924435311902315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,PHL,2019,3.167282,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,1.1528738068509916,1.8700589019569038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,VNM,2019,0.403598,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,-0.9073359459163487,0.3933739029147877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,IND,2022,76.588443,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,4.338446190690187,5.03163598853374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,PHL,2022,10.266681,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,2.3289037974143407,3.024414393824002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
CZE,VNM,2022,6.095782,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,1.807597056590044,2.507405262425993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81
FIN,IND,2022,112.30543,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,4.721222213202339,5.4143892147634185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,PHL,2022,9.458233,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,2.246885579147677,2.942815719395571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,VNM,2022,5.069225,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,1.623187945958265,2.325924893056608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,IND,2018,82.519626,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,4.413036155958171,5.106220047972601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,PHL,2018,10.014282,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,2.304012274086446,2.9996430585860283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,VNM,2018,3.426106,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,1.2314243392948705,1.9452196002184923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,IND,2023,274.525546,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,31.54,5.18,5.6150443203717,6.30819481813671,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
FIN,PHL,2023,19.463433,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,31.54,5.18,2.968537474354078,3.662343937535088,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
FIN,VNM,2023,5.855045,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,31.54,5.18,1.7673036827588304,2.4676649118591762,1.0,1.0,18.830000000000002,1.8699999999999992,48.46,11.26,37.2,18.830000000000002
CZE,IND,2018,25.787188,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,3.249877779439059,3.943400699851514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,PHL,2018,6.757351,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,1.9106309493508233,2.6092087421131436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,VNM,2018,1.968196,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,0.6771173871668937,1.4293211472029523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,VNM,2020,4.985345,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,,,1.6065026086419332,2.3095602018716916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,IND,2021,87.426492,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,29.63,9.39,4.470798348860436,5.16397823580933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,PHL,2021,12.518343,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,29.63,9.39,2.5271950086703394,3.221933699673073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
FIN,VNM,2021,5.367724,FIN,48.46,11.26,29.63,9.39,18.830000000000002,1.8699999999999992,37.2,29.63,9.39,1.6804039825502257,2.3821171632473677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.830000000000002
DNK,IND,2024,148.108213,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,44.9,11.7,4.997943175509265,5.691101752642835,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,PHL,2024,38.612623,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,44.9,11.7,3.653579243736551,4.346894062188991,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,VNM,2024,11.705212,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,44.9,11.7,2.460034212696839,3.155001077200273,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,IND,2023,122.498514,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,23.58,3.23,4.80809889929896,5.501262739571889,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,PHL,2023,27.703672,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,23.58,3.23,3.3215649675844667,4.015037724786109,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,VNM,2023,11.362714,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,23.58,3.23,2.43033729320963,3.1254151881977927,1.0,1.0,5.68,2.83,44.9,11.7,33.2,5.68
DNK,IND,2018,62.010533,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,4.127304257712687,4.820516446261582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,PHL,2018,15.005854,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,2.708440391634649,3.4026959721385985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,VNM,2018,3.991047,DNK,44.9,11.7,39.22,8.87,5.68,2.83,33.2,,,1.384053602494373,2.092538835548431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,IND,2022,154.188877,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,5.03817832493474,5.731336020925437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,PHL,2022,15.787221,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,2.759200815311428,3.4533495539922456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,VNM,2022,4.868633,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,1.5828131995394477,2.286344256034385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,IND,2018,94.718044,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,4.550904520584637,5.244079565975647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,PHL,2018,12.354956,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,2.5140572781230217,3.208838237431207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,VNM,2018,3.84498,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,1.346768401383611,2.0564124005057267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,IND,2020,95.659824,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,4.560798398400991,5.253972897851411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,PHL,2020,12.465079,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,2.5229310547011257,3.2176833432531824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,VNM,2020,4.275728,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,1.4529543802882798,2.159504056461635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,IND,2023,126.740568,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,25.82,4.28,4.842142225501235,5.535304969249475,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
AUT,PHL,2023,15.456027,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,25.82,4.28,2.7379990243630465,3.432191078097437,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
AUT,VNM,2023,5.597527,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,25.82,4.28,1.7223248930610957,2.4233572202887466,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
AUT,IND,2019,123.89418,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,4.819427814166196,5.512591281219545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,PHL,2019,11.599875,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,2.45099432219219,3.1459942933698026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,VNM,2019,4.170292,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,,,1.427986057339961,2.135207795100167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,IND,2021,144.792983,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,20.93,3.12,4.9753050188326435,5.6684641238110896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,PHL,2021,13.942955,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,20.93,3.12,2.6349743627817275,3.3294050384126868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,VNM,2021,5.486482,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,20.93,3.12,1.7022872486632383,2.4036380708291207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.660000000000004
AUT,IND,2024,122.869039,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,39.59,7.35,4.811119064574376,5.504282804522932,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
AUT,PHL,2024,20.909957,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,39.59,7.35,3.0402254570060987,3.7339439340575673,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
AUT,VNM,2024,6.930794,AUT,39.59,7.35,20.93,3.12,18.660000000000004,4.2299999999999995,32.24,39.59,7.35,1.9359743809532506,2.6342858360384485,1.0,1.0,18.660000000000004,4.2299999999999995,39.59,7.35,32.24,18.660000000000004
