importer,partner,year,value,iso3,ai_M_2024,ai_F_2024,ai_M_2021,ai_F_2021,dM,dF,gap24,ai_M,ai_F,logv,ihs,post,post20,post_x_dM,post_x_dF,post_x_M24,post_x_F24,post_x_gap,fake_x_dM
DEU,VNM,2021,34.54474,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,25.54,8.29,3.5422552954976134,4.235611906456266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.75
DEU,IND,2019,659.643712,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,6.491699858956603,7.184847614057224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2019,267.076037,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,5.587533400628868,6.280684086026248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2019,27.478151,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,3.3133911797919926,4.006869300461965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2018,682.698002,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,6.526052597805041,7.2192003147571135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2018,225.146513,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,5.41675135917484,6.109903471544884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2018,24.103328,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,3.1823499222491924,3.8759271398253152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2020,594.735247,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,6.388116343494996,7.081264230847865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.75
DEU,PHL,2020,273.856855,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,5.612605542868235,6.305756056852537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.75
DEU,VNM,2020,38.520234,DEU,42.29,10.01,25.54,8.29,16.75,1.7200000000000006,32.28,,,3.6511836616778286,4.344499285034713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.75
ITA,PHL,2023,75.49966,ITA,19.56,5.24,8.68,5.24,10.879999999999999,0.0,14.319999999999999,9.23,2.62,4.32412815293358,5.017319188729056,1.0,1.0,10.879999999999999,0.0,19.56,5.24,14.319999999999999,10.879999999999999
ITA,VNM,2023,14.975346,ITA,19.56,5.24,8.68,5.24,10.879999999999999,0.0,14.319999999999999,9.23,2.62,2.706405248909885,3.400665342577395,1.0,1.0,10.879999999999999,0.0,19.56,5.24,14.319999999999999,10.879999999999999
ITA,IND,2024,268.558194,ITA,19.56,5.24,8.68,5.24,10.879999999999999,0.0,14.319999999999999,19.56,5.24,5.593067627894923,6.28621827471327,1.0,1.0,10.879999999999999,0.0,19.56,5.24,14.319999999999999,10.879999999999999
ITA,PHL,2024,118.964949,ITA,19.56,5.24,8.68,5.24,10.879999999999999,0.0,14.319999999999999,19.56,5.24,4.778828903505785,5.471993748122673,1.0,1.0,10.879999999999999,0.0,19.56,5.24,14.319999999999999,10.879999999999999
ITA,VNM,2024,17.10825,ITA,19.56,5.24,8.68,5.24,10.879999999999999,0.0,14.319999999999999,19.56,5.24,2.839560803304421,3.533561031157263,1.0,1.0,10.879999999999999,0.0,19.56,5.24,14.319999999999999,10.879999999999999
IRL,IND,2023,1124.582103,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,15.77,5.92,7.025166781628679,7.718314159866263,1.0,1.0,13.66,5.970000000000001,27.25,6.24,21.009999999999998,13.66
IRL,PHL,2023,161.187587,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,15.77,5.92,5.082568823385505,5.775725626060661,1.0,1.0,13.66,5.970000000000001,27.25,6.24,21.009999999999998,13.66
IRL,IND,2022,1320.780606,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,7.185978208972978,7.8791255328436005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,PHL,2022,433.498852,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,6.071889148004864,6.765037658906614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,VNM,2022,25.368492,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,3.233507931560747,3.9270433498944084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,IND,2021,873.797513,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,13.59,0.27,6.772848670324226,7.465996178313959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,PHL,2021,194.17026,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,13.59,0.27,5.2687354030382725,5.961889214464419,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,VNM,2021,25.962866,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,13.59,0.27,3.2566672863585224,3.9501851418954983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,IND,2020,440.727421,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,6.088426591378116,6.781575058998751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,PHL,2020,138.553075,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,4.931253465216436,5.624413668420956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,VNM,2020,11.756054,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,2.464368341945237,3.159319543513273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.66
IRL,IND,2019,439.475332,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,6.085581588132509,6.778730063097388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2019,129.83048,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,4.8662295995077445,5.559391611292622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2019,11.04443,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,2.4019262284783713,3.097116662571585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2018,562.930682,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,6.33315649800176,7.02630446747569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2018,86.326001,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,4.458130838922698,5.151311565032103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2018,22.884614,IRL,27.25,6.24,13.59,0.27,13.66,5.970000000000001,21.009999999999998,,,3.130464807019944,3.8240890135978045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,IND,2018,630.590988,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,6.446657455857556,7.139805265118398,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,PHL,2018,82.789134,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,4.416296820895499,5.109480474294413,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,VNM,2018,26.852491,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,3.290358591325685,3.983852305286534,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,IND,2019,523.973685,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,6.261441463594354,6.954589554739238,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,PHL,2019,153.850021,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,5.035978238264629,5.729135980626257,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,VNM,2019,24.372555,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,3.19345770416045,3.8870254795157932,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FRA,IND,2020,474.618665,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,6.162511671083379,6.855659961455944,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,PHL,2020,73.66795,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,4.299567833512382,4.992761077137296,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,VNM,2020,36.678558,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,3.6021923336383894,4.295525292281661,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,IND,2021,558.583919,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,15.23,4.09,6.325404865055161,7.018552846855119,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,PHL,2021,121.803851,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,15.23,4.09,4.8024119721815595,5.495576003016504,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,VNM,2021,49.757209,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,15.23,4.09,3.9071553576295686,4.600403501181798,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,IND,2022,861.942117,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,6.759188118757082,7.452335635815878,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,PHL,2022,72.461416,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,4.283054227092167,4.9762490173428775,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,VNM,2022,27.180339,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,,,3.302493881051399,3.99597928990332,0.0,1.0,0.0,-0.0,0.0,0.0,0.0,2.2399999999999984
FRA,IND,2023,831.11845,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,13.75,2.09,6.722772323807221,7.415919866288286,1.0,1.0,2.2399999999999984,-0.9499999999999997,17.47,3.14,14.329999999999998,2.2399999999999984
FRA,PHL,2023,75.284265,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,13.75,2.09,4.321271148826373,5.014462435911699,1.0,1.0,2.2399999999999984,-0.9499999999999997,17.47,3.14,14.329999999999998,2.2399999999999984
FRA,VNM,2023,36.753507,FRA,17.47,3.14,15.23,4.09,2.2399999999999984,-0.9499999999999997,14.329999999999998,13.75,2.09,3.6042336496772576,4.297565851613139,1.0,1.0,2.2399999999999984,-0.9499999999999997,17.47,3.14,14.329999999999998,2.2399999999999984
SWE,IND,2024,202.639421,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,53.71,13.15,5.311428148405485,6.004581417155057,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
SWE,PHL,2024,175.091389,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,53.71,13.15,5.165308060469755,5.858463395675845,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
SWE,VNM,2024,14.180614,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,53.71,13.15,2.651875820589676,3.346263914699577,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
PRT,IND,2024,17.29925,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,2.74,2.850663147962826,3.5446446663301785,1.0,1.0,,1.6800000000000002,,2.74,,
PRT,PHL,2024,8.994071,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,2.74,2.1965655824690136,2.8927890242390752,1.0,1.0,,1.6800000000000002,,2.74,,
PRT,IND,2021,12.773604,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.38,1.06,2.5473808541891687,3.2420567169975203,0.0,1.0,,0.0,,0.0,,
PRT,PHL,2021,4.499203,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.38,1.06,1.503900269979138,2.2091748004486678,0.0,1.0,,0.0,,0.0,,
PRT,VNM,2021,9.905685,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.38,1.06,2.293108834750698,2.9887941660331308,0.0,1.0,,0.0,,0.0,,
PRT,IND,2023,21.149594,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.68,2.92,3.051620709090543,3.745326324028133,1.0,1.0,,1.6800000000000002,,2.74,,
PRT,PHL,2023,6.637813,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.68,2.92,1.8927825417650848,2.59155603924601,1.0,1.0,,1.6800000000000002,,2.74,,
PRT,VNM,2023,7.577482,PRT,,2.74,10.38,1.06,,1.6800000000000002,,10.68,2.92,2.025180954493354,2.722653988497262,1.0,1.0,,1.6800000000000002,,2.74,,
PRT,IND,2022,14.331137,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,2.6624345827260054,3.3567967937444596,0.0,1.0,,0.0,,0.0,,
PRT,PHL,2022,6.605662,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.8879271600525696,2.586755095467182,0.0,1.0,,0.0,,0.0,,
PRT,VNM,2022,7.639377,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,2.033316055350878,2.7307197193139605,0.0,1.0,,0.0,,0.0,,
SWE,IND,2019,112.353192,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,4.721647409442701,5.4148143941558144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2019,164.714306,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,5.10421249437072,5.797368889421968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2019,5.869315,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,1.7697379319709816,2.4700644982694615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2021,168.241761,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,16.47,2.32,5.125401998529393,5.818558011243564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,PHL,2021,319.605119,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,16.47,2.32,5.767086230659971,6.460235858653759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,VNM,2021,6.307647,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,16.47,2.32,1.8417627068500897,2.541135028936023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,IND,2020,118.708079,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,4.776667361641525,5.469832282784874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,PHL,2020,194.18748,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,5.26882408416002,5.961977894410217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,VNM,2020,10.493763,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,2.350781080675585,3.0461908387959844,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,IND,2018,99.611562,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,4.601278242190637,5.294450617154946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,PHL,2018,188.400048,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,5.2385676169193,5.931721840734083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,VNM,2018,4.973623,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,1.6041485483792195,2.307252222429262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,IND,2023,230.433727,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,20.69,2.78,5.4399633026571745,6.133115191308174,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
SWE,PHL,2023,41.026502,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,20.69,2.78,3.714218248128018,4.407513924529675,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
SWE,VNM,2023,11.502865,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,20.69,2.78,2.4425961347761533,3.137627400488267,1.0,1.0,37.24,10.83,53.71,13.15,40.56,37.24
SWE,IND,2022,147.238624,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,4.992054563180546,5.685213275325269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,PHL,2022,30.968808,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,3.4329805043842088,4.126388253066482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
SWE,VNM,2022,9.515195,SWE,53.71,13.15,16.47,2.32,37.24,10.83,40.56,,,2.2528899944950247,2.948787051000318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.24
PRT,IND,2018,15.034076,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,2.7103193579506946,3.4045707878543223,0.0,0.0,,0.0,,0.0,,
PRT,PHL,2018,3.433571,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.2336008274726291,1.9473090892227405,0.0,0.0,,0.0,,0.0,,
PRT,VNM,2018,3.568725,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.272208389143706,1.984431272561586,0.0,0.0,,0.0,,0.0,,
PRT,IND,2020,10.665651,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,2.367028390848024,3.0623660459897684,0.0,1.0,,0.0,,0.0,,
PRT,PHL,2020,3.165314,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.1522522607857264,1.8694662126656998,0.0,1.0,,0.0,,0.0,,
PRT,VNM,2020,5.751212,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.7494106152064217,2.4500317664153086,0.0,1.0,,0.0,,0.0,,
PRT,IND,2019,15.587301,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,2.7464565442847246,3.440631099554706,0.0,0.0,,0.0,,0.0,,
PRT,PHL,2019,3.265395,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.1833807355027768,1.8991898182163651,0.0,0.0,,0.0,,0.0,,
PRT,VNM,2019,4.170331,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,,1.4279954091593634,2.135216889123304,0.0,0.0,,0.0,,0.0,,
HUN,IND,2021,21.238851,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,3.71,0.55,3.0558320988652965,3.7495330338737025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,PHL,2021,12.509408,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,3.71,0.55,2.5264810012168057,3.2212219611189976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,VNM,2021,2.239766,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,3.71,0.55,0.8063713961244606,1.5459936243249879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,IND,2022,19.417447,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,2.9661719918113523,3.6599815783216254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,PHL,2022,13.634777,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,2.6126236611949776,3.3071128946341974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,VNM,2022,3.793138,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,1.3331936448553638,2.0432803956098406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,IND,2023,17.975298,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,5.24,1.8,2.88899848205105,3.582918493275505,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,PHL,2023,16.608149,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,5.24,1.8,2.8098934785231955,3.503945782693357,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,VNM,2023,2.661481,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,5.24,1.8,0.9788827347737076,1.7055890731467955,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,IND,2019,24.793576,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,3.210584587358222,3.90413820834005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,PHL,2019,6.957008,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,1.939749496861786,2.638022403762022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,VNM,2019,1.650728,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,0.5012164027282539,1.2755663436803684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,IND,2018,30.973531,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,3.4331330010475707,4.126540670301459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,PHL,2018,4.232279,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,1.4427406186589493,2.1495613258455535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,VNM,2018,1.65264,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,0.5023740092761864,1.2765565973498267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,IND,2024,16.226141,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,17.3,4.27,2.7866235836922972,3.480718946490891,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,PHL,2024,19.97784,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,17.3,4.27,2.9946236592681967,3.6883966394097216,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,VNM,2024,3.619509,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,17.3,4.27,1.2863383812792564,1.9980441367595583,1.0,1.0,13.59,3.7199999999999998,17.3,4.27,13.030000000000001,13.59
HUN,IND,2020,23.86143,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,3.1722633478160254,3.8658493229230233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,PHL,2020,8.706761,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,2.1640998502909214,2.860528654559433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
HUN,VNM,2020,1.921133,HUN,17.3,4.27,3.71,0.55,13.59,3.7199999999999998,13.030000000000001,,,0.6529151161633587,1.407798333770571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.59
PRT,VNM,2024,8.424552,PRT,,2.74,10.38,1.06,,1.6800000000000002,,,2.74,2.1311502997503973,2.8278014755478784,1.0,1.0,,1.6800000000000002,,2.74,,
GRC,IND,2024,15.086611,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,21.02,5.17,2.713807661738163,3.4080514271465145,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
GRC,PHL,2024,9.259243,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,21.02,5.17,2.2256222958563754,2.9216728140069415,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
GRC,VNM,2024,1.450527,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,21.02,5.17,0.37192693867701926,1.1670034892970977,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
GRC,PHL,2022,6.592637,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,1.8859534202201258,2.5848036339731513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,VNM,2022,1.228789,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,,,0.20602913154828612,1.0342737344874213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.82
GRC,IND,2023,11.340853,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,8.67,3.4,2.428411515929243,3.1234968399082197,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
GRC,PHL,2023,5.087745,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,8.67,3.4,1.6268347068573477,2.3295029469470077,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
GRC,VNM,2023,1.253415,GRC,21.02,5.17,9.2,2.82,11.82,2.35,15.85,8.67,3.4,0.22587182618536863,1.0497245706676752,1.0,1.0,11.82,2.35,21.02,5.17,15.85,11.82
CZE,IND,2019,39.034942,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,3.6644571937251147,4.357768405338754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,PHL,2019,8.016184,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,2.0814624981708842,2.7784776622734078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,VNM,2019,2.327006,CZE,22.09,2.35,9.28,0.35,12.81,2.0,19.74,,,0.84458246274399,1.5809936889056269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,PHL,2023,27.686127,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,28.28,5.17,3.3209314574109854,4.014404627184554,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
BEL,VNM,2023,11.533025,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,28.28,5.17,2.44521465893416,3.1402361109862236,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
BEL,IND,2024,115.695319,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,42.92,11.08,4.750960175299936,5.44412603239317,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
BEL,PHL,2024,34.510783,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,42.92,11.08,3.541271825928149,4.234628849099292,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
BEL,VNM,2024,11.801121,BEL,42.92,11.08,20.24,8.3,22.680000000000003,2.7799999999999994,31.840000000000003,42.92,11.08,2.468194526959405,3.163132013013034,1.0,1.0,22.680000000000003,2.7799999999999994,42.92,11.08,31.840000000000003,22.680000000000003
