REF_AREA,COUNTERPART_AREA,TRADE_FLOW,SERVICE,TIME_PERIOD,OBS_VALUE,ADJUSTMENT,UNIT_MEASURE,OBS_STATUS,source_key
GBR,IND,M,SJ3,2017,1647.4,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2018,1865.2,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2019,2542.6,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2020,2851.3,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2021,3800.2,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2022,4937.7,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2023,5129.6,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,IND,M,SJ3,2024,6740.7,N,USD_EXC,A,GBR.IND.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SE,2015,1836.394836,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2016,1880.819801,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2017,2083.7176,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2018,2560.265801,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2019,3460.357301,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2020,5132.0541,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2021,4399.8821,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2022,3711.319601,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2023,4034.6091,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SE,2024,4355.747,N,USD_EXC,A,GBR.W.M.S.SE.A.USD_EXC.N
GBR,W,M,SI,2015,15041.021139,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2016,14216.189606,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2017,14350.495,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2018,15226.844205,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2019,14602.171705,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2020,15642.3162,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2021,14877.6256,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2022,15004.282305,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2023,19777.7881,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SI,2024,20288.4767,N,USD_EXC,A,GBR.W.M.S.SI.A.USD_EXC.N
GBR,W,M,SJ1,2016,7093.917814,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2017,8708.112012,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2018,10218.382504,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2019,10539.3472,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2020,10685.903211,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2021,12608.2272,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2022,13591.7376,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2023,17119.1224,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ1,2024,17987.9061,N,USD_EXC,A,GBR.W.M.S.SJ1.A.USD_EXC.N
GBR,W,M,SJ2,2016,18002.132835,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2017,19171.746527,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2018,26183.020909,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2019,27638.1839,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2020,29715.400731,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2021,34310.5526,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2022,34592.556,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2023,40711.5178,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ2,2024,44471.3082,N,USD_EXC,A,GBR.W.M.S.SJ2.A.USD_EXC.N
GBR,W,M,SJ3,2016,40808.254979,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2017,43177.614961,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2018,52240.630218,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2019,50870.188,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2020,56656.441058,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2021,58803.5502,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2022,62508.1878,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2023,65432.5099,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
GBR,W,M,SJ3,2024,79010.5419,N,USD_EXC,A,GBR.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SE,2015,1005.188014,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2016,1046.888699,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2017,1349.420652,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2018,2741.209134,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2019,2784.654062,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2020,2649.000325,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2021,2952.472156,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2022,2895.124901,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2023,2712.944272,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SE,2024,3155.702191,N,USD_EXC,A,IND.W.M.S.SE.A.USD_EXC.N
IND,W,M,SI,2015,3990.317917,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2016,5232.756099,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2017,6692.952883,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2018,7811.209627,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2019,10043.702484,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2020,11212.500618,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2021,14585.644134,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2022,17410.988342,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2023,21918.36215,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SI,2024,23803.983549,N,USD_EXC,A,IND.W.M.S.SI.A.USD_EXC.N
IND,W,M,SJ1,2015,347.89192,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2016,400.275382,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2017,498.849873,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2018,474.888011,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2019,533.892941,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2020,639.153513,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2021,628.355816,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2022,700.54618,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2023,826.509201,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ1,2024,976.345922,N,USD_EXC,A,IND.W.M.S.SJ1.A.USD_EXC.N
IND,W,M,SJ2,2015,10185.307578,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2016,9486.366638,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2017,9992.08734,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2018,10389.173114,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2019,12035.39998,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2020,12032.807938,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2021,11916.291912,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2022,13468.549484,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2023,15118.416158,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ2,2024,20622.810482,N,USD_EXC,A,IND.W.M.S.SJ2.A.USD_EXC.N
IND,W,M,SJ3,2015,20788.886543,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2016,26163.850002,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2017,28594.264339,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2018,31823.751891,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2019,35607.637332,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2020,36838.074679,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2021,38805.934556,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2022,43872.902801,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2023,43543.688391,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
IND,W,M,SJ3,2024,45589.334841,N,USD_EXC,A,IND.W.M.S.SJ3.A.USD_EXC.N
