metric,pre_2021_22,post_2023_25,pct_or_diff
E_2121,115062.5,100730.55555555556,-12.455790934878387
E_3120,75625.0,59727.77777777778,-21.021120293847563
E_3114,6325.0,18769.44444444444,196.75010979358802
E_2455,102625.0,93136.11111111111,-9.246176749221814
E_2114,26762.5,30847.22222222222,15.26285743941045
Pol_tech_minus_CAD,-2.4892070794361505,-1.1733604617214806,1.31584661771467
exposure_weighted_logE,10.482358565504454,10.729907544916962,0.24754897941250853
