nace,series,freq,unit,nace_r2,na_item,geo,time,value
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2014,5878.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2015,5780.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2016,6028.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2017,6473.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2018,7255.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2019,7972.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2020,8142.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2021,8888.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2022,10628.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2023,12067.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,PT,2024,13013.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,1995,1924.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,1996,2106.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,1997,1997.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,1998,2198.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,1999,2246.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2000,2584.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2001,2902.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2002,3859.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2003,3879.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2004,4141.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2005,4821.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2006,5264.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2007,5964.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2008,7096.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2009,6489.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2010,6866.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2011,6932.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2012,7390.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2013,7320.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2014,7154.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2015,7543.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2016,8258.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2017,9074.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2018,9874.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2019,10707.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2020,10356.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2021,11688.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2022,13434.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2023,15093.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2024,15754.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,CZ,2025,16855.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,1995,1086.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,1996,1268.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,1997,1493.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,1998,1543.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,1999,1664.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2000,1937.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2001,2543.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2002,3107.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2003,3276.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2004,3560.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2005,3943.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2006,4151.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2007,4411.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2008,4999.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2009,4449.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2010,4835.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2011,4868.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2012,4680.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2013,4873.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2014,4960.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2015,5395.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2016,5786.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2017,6504.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2018,7114.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2019,7810.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2020,7569.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2021,8508.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2022,8866.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2023,10596.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,HU,2024,11152.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1980,587.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1981,745.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1982,882.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1983,967.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1984,1164.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1985,1337.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1986,1461.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1987,1648.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1988,2007.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1989,2522.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1990,2780.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1991,2536.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1992,2061.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1993,1899.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1994,2355.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1995,2904.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1996,3206.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1997,3626.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1998,3785.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,1999,4158.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2000,4454.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2001,4950.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2002,5020.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2003,5248.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2004,5640.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2005,5947.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2006,6370.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2007,7142.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2008,7654.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2009,7525.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2010,7755.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2011,8397.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2012,8774.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2013,8950.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2014,8893.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2015,9164.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2016,9258.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2017,9809.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2018,10439.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2019,10861.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2020,11018.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2021,11745.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2022,12374.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2023,12670.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2024,12880.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,FI,2025,13246.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,1995,4213.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,1996,4379.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,1997,4736.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,1998,4879.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,1999,5547.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2000,5314.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2001,5806.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2002,6770.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2003,7195.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2004,7847.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2005,7848.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2006,8875.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2007,9833.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2008,9731.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2009,9124.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2010,7658.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2011,6522.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2012,6002.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2013,5940.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2014,5417.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2015,5578.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2016,5255.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2017,5298.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2018,5394.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2019,5753.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2020,5648.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2021,6570.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2022,7192.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2023,8133.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,EL,2024,8774.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,1995,45545.9
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,1996,51558.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,1997,66173.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,1998,75129.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,1999,83383.4
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2000,97816.2
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2001,102928.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2002,108228.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2003,105592.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2004,116005.1
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2005,120592.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2006,131729.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2007,139078.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2008,123230.5
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2009,110441.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2010,121534.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2011,121980.0
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2012,133726.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2013,136787.3
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2014,151571.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2015,179401.8
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2016,164655.6
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2017,161166.7
M,gva_cp_meur,A,CP_MEUR,M,B1G,UK,2018,165935.7
