dataset,bop_item,stk_flow,partner,geo,year,currency,value
bop_its6_det,SJ312,DEB,UK,ES,2017,MIO_EUR,65.0
bop_its6_det,SJ312,DEB,UK,ES,2018,MIO_EUR,79.0
bop_its6_det,SJ312,DEB,UK,ES,2019,MIO_EUR,70.0
bop_its6_det,SJ312,DEB,UK,ES,2020,MIO_EUR,64.0
bop_its6_det,SJ312,DEB,UK,ES,2021,MIO_EUR,49.0
bop_its6_det,SJ312,DEB,UK,ES,2022,MIO_EUR,71.0
bop_its6_det,SJ312,DEB,UK,ES,2023,MIO_EUR,22.0
bop_its6_det,SJ312,DEB,UK,ES,2024,MIO_EUR,87.0
bop_its6_det,SJ312,DEB,UK,EU27_2020,2015,MIO_EUR,2126.4
bop_its6_det,SJ312,DEB,UK,EU27_2020,2016,MIO_EUR,2091.4
bop_its6_det,SJ312,DEB,UK,EU27_2020,2017,MIO_EUR,2023.7
bop_its6_det,SJ312,DEB,UK,EU27_2020,2018,MIO_EUR,2137.0
bop_its6_det,SJ312,DEB,UK,EU27_2020,2019,MIO_EUR,1808.7
bop_its6_det,SJ312,DEB,UK,EU27_2020,2020,MIO_EUR,1688.9
bop_its6_det,SJ312,DEB,UK,EU27_2020,2021,MIO_EUR,1736.6
bop_its6_det,SJ312,DEB,UK,EU27_2020,2022,MIO_EUR,2740.3
bop_its6_det,SJ312,DEB,UK,EU27_2020,2023,MIO_EUR,3036.3
bop_its6_det,SJ312,DEB,UK,EU27_2020,2024,MIO_EUR,3972.2
bop_its6_det,SJ312,DEB,UK,FI,2015,MIO_EUR,17.0
bop_its6_det,SJ312,DEB,UK,FI,2018,MIO_EUR,29.0
bop_its6_det,SJ312,DEB,UK,FI,2019,MIO_EUR,22.0
bop_its6_det,SJ312,DEB,UK,FI,2021,MIO_EUR,34.0
bop_its6_det,SJ312,DEB,UK,FI,2022,MIO_EUR,42.0
bop_its6_det,SJ312,DEB,UK,FI,2023,MIO_EUR,38.0
bop_its6_det,SJ312,DEB,UK,FI,2024,MIO_EUR,106.0
bop_its6_det,SJ312,DEB,UK,HU,2015,MIO_EUR,19.2
bop_its6_det,SJ312,DEB,UK,HU,2018,MIO_EUR,21.9
bop_its6_det,SJ312,DEB,UK,HU,2020,MIO_EUR,34.5
bop_its6_det,SJ312,DEB,UK,HU,2021,MIO_EUR,27.9
bop_its6_det,SJ312,DEB,UK,HU,2022,MIO_EUR,11.7
bop_its6_det,SJ312,DEB,UK,HU,2023,MIO_EUR,20.9
bop_its6_det,SJ312,DEB,UK,IE,2015,MIO_EUR,9.0
bop_its6_det,SJ312,DEB,UK,IE,2016,MIO_EUR,15.0
bop_its6_det,SJ312,DEB,UK,IE,2017,MIO_EUR,8.0
bop_its6_det,SJ312,DEB,UK,IE,2018,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,UK,IE,2019,MIO_EUR,11.0
bop_its6_det,SJ312,DEB,UK,IE,2020,MIO_EUR,3.0
bop_its6_det,SJ312,DEB,UK,IE,2021,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,UK,IE,2023,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,UK,IE,2024,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,UK,IT,2015,MIO_EUR,41.3
bop_its6_det,SJ312,DEB,UK,IT,2016,MIO_EUR,163.7
bop_its6_det,SJ312,DEB,UK,IT,2017,MIO_EUR,90.5
bop_its6_det,SJ312,DEB,UK,IT,2018,MIO_EUR,98.2
bop_its6_det,SJ312,DEB,UK,IT,2019,MIO_EUR,147.1
bop_its6_det,SJ312,DEB,UK,IT,2020,MIO_EUR,113.7
bop_its6_det,SJ312,DEB,UK,IT,2021,MIO_EUR,165.9
bop_its6_det,SJ312,DEB,UK,IT,2022,MIO_EUR,142.1
bop_its6_det,SJ312,DEB,UK,IT,2023,MIO_EUR,128.6
bop_its6_det,SJ312,DEB,UK,IT,2024,MIO_EUR,217.7
bop_its6_det,SJ312,DEB,UK,NL,2015,MIO_EUR,133.9
bop_its6_det,SJ312,DEB,UK,NL,2016,MIO_EUR,105.0
bop_its6_det,SJ312,DEB,UK,NL,2017,MIO_EUR,82.6
bop_its6_det,SJ312,DEB,UK,NL,2018,MIO_EUR,127.5
bop_its6_det,SJ312,DEB,UK,NL,2019,MIO_EUR,118.3
bop_its6_det,SJ312,DEB,UK,NL,2020,MIO_EUR,144.5
bop_its6_det,SJ312,DEB,UK,NL,2021,MIO_EUR,135.3
bop_its6_det,SJ312,DEB,UK,NL,2022,MIO_EUR,188.0
bop_its6_det,SJ312,DEB,UK,NL,2024,MIO_EUR,339.7
bop_its6_det,SJ312,DEB,UK,PL,2015,MIO_EUR,20.1
bop_its6_det,SJ312,DEB,UK,PL,2016,MIO_EUR,19.9
bop_its6_det,SJ312,DEB,UK,PL,2017,MIO_EUR,31.9
bop_its6_det,SJ312,DEB,UK,PL,2018,MIO_EUR,39.2
bop_its6_det,SJ312,DEB,UK,PL,2019,MIO_EUR,25.6
bop_its6_det,SJ312,DEB,UK,PL,2020,MIO_EUR,43.2
bop_its6_det,SJ312,DEB,UK,PL,2021,MIO_EUR,57.0
bop_its6_det,SJ312,DEB,UK,PL,2022,MIO_EUR,67.4
bop_its6_det,SJ312,DEB,UK,PL,2023,MIO_EUR,85.6
bop_its6_det,SJ312,DEB,UK,PL,2024,MIO_EUR,101.7
bop_its6_det,SJ312,DEB,UK,PT,2015,MIO_EUR,2.0
bop_its6_det,SJ312,DEB,UK,PT,2016,MIO_EUR,4.0
bop_its6_det,SJ312,DEB,UK,PT,2017,MIO_EUR,4.0
bop_its6_det,SJ312,DEB,UK,PT,2018,MIO_EUR,3.0
bop_its6_det,SJ312,DEB,UK,PT,2019,MIO_EUR,4.0
bop_its6_det,SJ312,DEB,UK,PT,2020,MIO_EUR,3.0
bop_its6_det,SJ312,DEB,UK,PT,2021,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,UK,PT,2022,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,UK,PT,2023,MIO_EUR,11.0
bop_its6_det,SJ312,DEB,UK,PT,2024,MIO_EUR,15.0
bop_its6_det,SJ312,DEB,UK,RO,2015,MIO_EUR,15.1
bop_its6_det,SJ312,DEB,UK,RO,2016,MIO_EUR,8.5
bop_its6_det,SJ312,DEB,UK,RO,2017,MIO_EUR,10.5
bop_its6_det,SJ312,DEB,UK,RO,2021,MIO_EUR,30.1
bop_its6_det,SJ312,DEB,UK,RO,2022,MIO_EUR,17.2
bop_its6_det,SJ312,DEB,UK,SE,2015,MIO_EUR,69.9
bop_its6_det,SJ312,DEB,UK,SE,2016,MIO_EUR,44.9
bop_its6_det,SJ312,DEB,UK,SE,2017,MIO_EUR,55.2
bop_its6_det,SJ312,DEB,UK,SE,2018,MIO_EUR,67.9
bop_its6_det,SJ312,DEB,UK,SE,2019,MIO_EUR,68.6
bop_its6_det,SJ312,DEB,UK,SE,2020,MIO_EUR,57.8
bop_its6_det,SJ312,DEB,UK,SE,2021,MIO_EUR,76.0
bop_its6_det,SJ312,DEB,UK,SE,2022,MIO_EUR,119.8
bop_its6_det,SJ312,DEB,UK,SE,2023,MIO_EUR,185.3
bop_its6_det,SJ312,DEB,UK,SE,2024,MIO_EUR,226.4
bop_its6_det,SJ312,DEB,UK,UK,2015,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,UK,UK,2016,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,UK,UK,2017,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,UK,UK,2018,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,UK,UK,2019,MIO_EUR,0.0
bop_its6_det,SJ312,CRE,UK,AT,2015,MIO_EUR,103.0
bop_its6_det,SJ312,CRE,UK,AT,2016,MIO_EUR,137.0
bop_its6_det,SJ312,CRE,UK,AT,2017,MIO_EUR,131.0
bop_its6_det,SJ312,CRE,UK,AT,2018,MIO_EUR,151.0
bop_its6_det,SJ312,CRE,UK,AT,2019,MIO_EUR,122.0
bop_its6_det,SJ312,CRE,UK,AT,2020,MIO_EUR,220.0
bop_its6_det,SJ312,CRE,UK,AT,2021,MIO_EUR,241.0
bop_its6_det,SJ312,CRE,UK,AT,2022,MIO_EUR,136.0
bop_its6_det,SJ312,CRE,UK,AT,2023,MIO_EUR,112.0
bop_its6_det,SJ312,CRE,UK,AT,2024,MIO_EUR,137.0
bop_its6_det,SJ312,CRE,UK,BE,2015,MIO_EUR,196.0
bop_its6_det,SJ312,CRE,UK,BE,2017,MIO_EUR,51.0
bop_its6_det,SJ312,CRE,UK,BE,2018,MIO_EUR,51.0
bop_its6_det,SJ312,CRE,UK,BE,2019,MIO_EUR,54.0
bop_its6_det,SJ312,CRE,UK,BE,2020,MIO_EUR,59.0
bop_its6_det,SJ312,CRE,UK,BE,2021,MIO_EUR,54.0
bop_its6_det,SJ312,CRE,UK,BE,2022,MIO_EUR,57.0
bop_its6_det,SJ312,CRE,UK,BE,2023,MIO_EUR,58.0
bop_its6_det,SJ312,CRE,UK,BE,2024,MIO_EUR,43.0
bop_its6_det,SJ312,CRE,UK,CZ,2015,MIO_EUR,22.7
bop_its6_det,SJ312,CRE,UK,CZ,2016,MIO_EUR,15.9
bop_its6_det,SJ312,CRE,UK,CZ,2017,MIO_EUR,16.9
bop_its6_det,SJ312,CRE,UK,CZ,2018,MIO_EUR,19.8
bop_its6_det,SJ312,CRE,UK,CZ,2019,MIO_EUR,6.2
bop_its6_det,SJ312,CRE,UK,CZ,2020,MIO_EUR,17.3
bop_its6_det,SJ312,CRE,UK,CZ,2021,MIO_EUR,16.0
bop_its6_det,SJ312,CRE,UK,CZ,2022,MIO_EUR,21.0
bop_its6_det,SJ312,CRE,UK,CZ,2023,MIO_EUR,24.2
bop_its6_det,SJ312,CRE,UK,CZ,2024,MIO_EUR,28.8
bop_its6_det,SJ312,CRE,UK,DE,2015,MIO_EUR,799.0
bop_its6_det,SJ312,CRE,UK,DE,2016,MIO_EUR,755.0
bop_its6_det,SJ312,CRE,UK,DE,2018,MIO_EUR,558.0
bop_its6_det,SJ312,CRE,UK,DE,2019,MIO_EUR,674.0
bop_its6_det,SJ312,CRE,UK,DE,2020,MIO_EUR,666.0
bop_its6_det,SJ312,CRE,UK,DE,2022,MIO_EUR,1464.0
bop_its6_det,SJ312,CRE,UK,DE,2023,MIO_EUR,1758.0
bop_its6_det,SJ312,CRE,UK,DK,2015,MIO_EUR,108.2
bop_its6_det,SJ312,CRE,UK,DK,2016,MIO_EUR,112.8
bop_its6_det,SJ312,CRE,UK,DK,2017,MIO_EUR,159.8
bop_its6_det,SJ312,CRE,UK,DK,2018,MIO_EUR,140.5
bop_its6_det,SJ312,CRE,UK,DK,2019,MIO_EUR,174.7
bop_its6_det,SJ312,CRE,UK,DK,2020,MIO_EUR,76.6
bop_its6_det,SJ312,CRE,UK,DK,2021,MIO_EUR,103.1
bop_its6_det,SJ312,CRE,UK,DK,2022,MIO_EUR,118.2
bop_its6_det,SJ312,CRE,UK,DK,2023,MIO_EUR,102.1
bop_its6_det,SJ312,CRE,UK,DK,2024,MIO_EUR,220.5
bop_its6_det,SJ312,CRE,UK,EL,2015,MIO_EUR,4.7
bop_its6_det,SJ312,CRE,UK,EL,2016,MIO_EUR,4.4
bop_its6_det,SJ312,CRE,UK,EL,2017,MIO_EUR,4.7
bop_its6_det,SJ312,CRE,UK,EL,2018,MIO_EUR,4.1
bop_its6_det,SJ312,CRE,UK,EL,2019,MIO_EUR,5.2
bop_its6_det,SJ312,CRE,UK,EL,2020,MIO_EUR,7.0
bop_its6_det,SJ312,CRE,UK,EL,2021,MIO_EUR,7.3
bop_its6_det,SJ312,CRE,UK,EL,2022,MIO_EUR,6.6
bop_its6_det,SJ312,CRE,UK,EL,2023,MIO_EUR,5.9
bop_its6_det,SJ312,CRE,UK,EL,2024,MIO_EUR,7.4
bop_its6_det,SJ312,CRE,UK,EU27_2020,2015,MIO_EUR,2959.1
bop_its6_det,SJ312,CRE,UK,EU27_2020,2016,MIO_EUR,2597.2
bop_its6_det,SJ312,CRE,UK,EU27_2020,2017,MIO_EUR,2937.2
bop_its6_det,SJ312,CRE,UK,EU27_2020,2018,MIO_EUR,2811.0
bop_its6_det,SJ312,CRE,UK,EU27_2020,2019,MIO_EUR,2313.8
bop_its6_det,SJ312,CRE,UK,EU27_2020,2020,MIO_EUR,2402.7
bop_its6_det,SJ312,CRE,UK,EU27_2020,2021,MIO_EUR,2301.9
bop_its6_det,SJ312,CRE,UK,EU27_2020,2022,MIO_EUR,3315.0
bop_its6_det,SJ312,CRE,UK,EU27_2020,2023,MIO_EUR,4350.4
bop_its6_det,SJ312,CRE,UK,EU27_2020,2024,MIO_EUR,4978.1
bop_its6_det,SJ312,CRE,UK,FI,2015,MIO_EUR,15.0
bop_its6_det,SJ312,CRE,UK,FI,2018,MIO_EUR,49.0
bop_its6_det,SJ312,CRE,UK,FI,2019,MIO_EUR,21.0
bop_its6_det,SJ312,CRE,UK,FI,2021,MIO_EUR,21.0
bop_its6_det,SJ312,CRE,UK,FI,2022,MIO_EUR,32.0
bop_its6_det,SJ312,CRE,UK,FI,2023,MIO_EUR,38.0
bop_its6_det,SJ312,CRE,UK,FI,2024,MIO_EUR,49.0
bop_its6_det,SJ312,CRE,UK,HU,2016,MIO_EUR,15.0
bop_its6_det,SJ312,CRE,UK,HU,2017,MIO_EUR,13.8
bop_its6_det,SJ312,CRE,UK,HU,2018,MIO_EUR,22.0
bop_its6_det,SJ312,CRE,UK,HU,2020,MIO_EUR,49.2
bop_its6_det,SJ312,CRE,UK,HU,2021,MIO_EUR,43.4
bop_its6_det,SJ312,CRE,UK,HU,2022,MIO_EUR,53.3
bop_its6_det,SJ312,CRE,UK,HU,2023,MIO_EUR,66.8
bop_its6_det,SJ312,CRE,UK,HU,2024,MIO_EUR,72.4
bop_its6_det,SJ312,CRE,UK,IE,2015,MIO_EUR,32.0
bop_its6_det,SJ312,CRE,UK,IE,2016,MIO_EUR,28.0
bop_its6_det,SJ312,CRE,UK,IE,2018,MIO_EUR,10.0
bop_its6_det,SJ312,CRE,UK,IE,2019,MIO_EUR,10.0
bop_its6_det,SJ312,CRE,UK,IE,2020,MIO_EUR,46.0
bop_its6_det,SJ312,CRE,UK,IE,2023,MIO_EUR,45.0
bop_its6_det,SJ312,CRE,UK,IE,2024,MIO_EUR,44.0
bop_its6_det,SJ312,CRE,UK,IT,2015,MIO_EUR,23.7
bop_its6_det,SJ312,CRE,UK,IT,2016,MIO_EUR,21.4
bop_its6_det,SJ312,CRE,UK,IT,2017,MIO_EUR,65.7
bop_its6_det,SJ312,CRE,UK,IT,2018,MIO_EUR,46.6
bop_its6_det,SJ312,CRE,UK,IT,2019,MIO_EUR,61.3
bop_its6_det,SJ312,CRE,UK,IT,2020,MIO_EUR,38.8
bop_its6_det,SJ312,CRE,UK,IT,2021,MIO_EUR,34.4
bop_its6_det,SJ312,CRE,UK,IT,2022,MIO_EUR,34.7
bop_its6_det,SJ312,CRE,UK,IT,2023,MIO_EUR,113.9
bop_its6_det,SJ312,CRE,UK,IT,2024,MIO_EUR,143.7
bop_its6_det,SJ312,CRE,UK,NL,2015,MIO_EUR,126.3
bop_its6_det,SJ312,CRE,UK,NL,2016,MIO_EUR,154.7
bop_its6_det,SJ312,CRE,UK,NL,2017,MIO_EUR,145.0
bop_its6_det,SJ312,CRE,UK,NL,2018,MIO_EUR,171.1
bop_its6_det,SJ312,CRE,UK,NL,2019,MIO_EUR,157.0
bop_its6_det,SJ312,CRE,UK,NL,2020,MIO_EUR,209.4
bop_its6_det,SJ312,CRE,UK,NL,2021,MIO_EUR,197.3
bop_its6_det,SJ312,CRE,UK,NL,2022,MIO_EUR,225.1
bop_its6_det,SJ312,CRE,UK,NL,2024,MIO_EUR,389.0
bop_its6_det,SJ312,CRE,UK,PL,2015,MIO_EUR,50.7
bop_its6_det,SJ312,CRE,UK,PL,2016,MIO_EUR,60.5
bop_its6_det,SJ312,CRE,UK,PL,2017,MIO_EUR,88.6
bop_its6_det,SJ312,CRE,UK,PL,2018,MIO_EUR,80.3
bop_its6_det,SJ312,CRE,UK,PL,2019,MIO_EUR,71.7
bop_its6_det,SJ312,CRE,UK,PL,2020,MIO_EUR,98.4
bop_its6_det,SJ312,CRE,UK,PL,2021,MIO_EUR,111.1
bop_its6_det,SJ312,CRE,UK,PL,2022,MIO_EUR,122.3
bop_its6_det,SJ312,CRE,UK,PL,2023,MIO_EUR,142.2
bop_its6_det,SJ312,CRE,UK,PL,2024,MIO_EUR,164.9
bop_its6_det,SJ312,CRE,UK,PT,2015,MIO_EUR,14.0
bop_its6_det,SJ312,CRE,UK,PT,2016,MIO_EUR,14.0
bop_its6_det,SJ312,CRE,UK,PT,2017,MIO_EUR,10.0
bop_its6_det,SJ312,CRE,UK,PT,2018,MIO_EUR,11.0
bop_its6_det,SJ312,CRE,UK,PT,2019,MIO_EUR,10.0
bop_its6_det,SJ312,CRE,UK,PT,2020,MIO_EUR,10.0
bop_its6_det,SJ312,CRE,UK,PT,2021,MIO_EUR,11.0
bop_its6_det,SJ312,CRE,UK,PT,2022,MIO_EUR,15.0
bop_its6_det,SJ312,CRE,UK,PT,2023,MIO_EUR,17.0
bop_its6_det,SJ312,CRE,UK,PT,2024,MIO_EUR,28.0
bop_its6_det,SJ312,CRE,UK,RO,2017,MIO_EUR,22.1
bop_its6_det,SJ312,CRE,UK,RO,2021,MIO_EUR,23.4
bop_its6_det,SJ312,CRE,UK,RO,2022,MIO_EUR,23.5
bop_its6_det,SJ312,CRE,UK,SE,2015,MIO_EUR,101.9
bop_its6_det,SJ312,CRE,UK,SE,2016,MIO_EUR,103.8
bop_its6_det,SJ312,CRE,UK,SE,2017,MIO_EUR,116.2
bop_its6_det,SJ312,CRE,UK,SE,2018,MIO_EUR,113.5
bop_its6_det,SJ312,CRE,UK,SE,2019,MIO_EUR,104.5
bop_its6_det,SJ312,CRE,UK,SE,2020,MIO_EUR,114.8
bop_its6_det,SJ312,CRE,UK,SE,2021,MIO_EUR,84.1
bop_its6_det,SJ312,CRE,UK,SE,2022,MIO_EUR,221.5
bop_its6_det,SJ312,CRE,UK,SE,2023,MIO_EUR,267.7
bop_its6_det,SJ312,CRE,UK,SE,2024,MIO_EUR,237.0
bop_its6_det,SJ312,CRE,UK,UK,2015,MIO_EUR,0.0
bop_its6_det,SJ312,CRE,UK,UK,2016,MIO_EUR,0.0
bop_its6_det,SJ312,CRE,UK,UK,2017,MIO_EUR,0.0
bop_its6_det,SJ312,CRE,UK,UK,2018,MIO_EUR,0.0
bop_its6_det,SJ312,CRE,UK,UK,2019,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,AT,2015,MIO_EUR,59.0
bop_its6_det,SJ312,DEB,CH,AT,2016,MIO_EUR,82.0
bop_its6_det,SJ312,DEB,CH,AT,2017,MIO_EUR,71.0
bop_its6_det,SJ312,DEB,CH,AT,2018,MIO_EUR,85.0
bop_its6_det,SJ312,DEB,CH,AT,2019,MIO_EUR,87.0
bop_its6_det,SJ312,DEB,CH,AT,2020,MIO_EUR,91.0
bop_its6_det,SJ312,DEB,CH,AT,2021,MIO_EUR,94.0
bop_its6_det,SJ312,DEB,CH,AT,2022,MIO_EUR,86.0
bop_its6_det,SJ312,DEB,CH,AT,2023,MIO_EUR,98.0
bop_its6_det,SJ312,DEB,CH,AT,2024,MIO_EUR,108.0
bop_its6_det,SJ312,DEB,CH,BE,2016,MIO_EUR,8.0
bop_its6_det,SJ312,DEB,CH,BE,2017,MIO_EUR,10.0
bop_its6_det,SJ312,DEB,CH,BE,2019,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,BE,2020,MIO_EUR,13.0
bop_its6_det,SJ312,DEB,CH,BE,2021,MIO_EUR,17.0
bop_its6_det,SJ312,DEB,CH,BE,2023,MIO_EUR,13.0
bop_its6_det,SJ312,DEB,CH,BE,2024,MIO_EUR,20.0
bop_its6_det,SJ312,DEB,CH,CZ,2015,MIO_EUR,2.3
bop_its6_det,SJ312,DEB,CH,CZ,2016,MIO_EUR,0.5
bop_its6_det,SJ312,DEB,CH,CZ,2017,MIO_EUR,0.2
bop_its6_det,SJ312,DEB,CH,CZ,2018,MIO_EUR,1.1
bop_its6_det,SJ312,DEB,CH,CZ,2019,MIO_EUR,0.5
bop_its6_det,SJ312,DEB,CH,CZ,2020,MIO_EUR,1.1
bop_its6_det,SJ312,DEB,CH,CZ,2021,MIO_EUR,1.4
bop_its6_det,SJ312,DEB,CH,CZ,2022,MIO_EUR,0.8
bop_its6_det,SJ312,DEB,CH,CZ,2023,MIO_EUR,1.2
bop_its6_det,SJ312,DEB,CH,CZ,2024,MIO_EUR,5.4
bop_its6_det,SJ312,DEB,CH,DE,2016,MIO_EUR,247.0
bop_its6_det,SJ312,DEB,CH,DE,2017,MIO_EUR,280.0
bop_its6_det,SJ312,DEB,CH,DE,2018,MIO_EUR,445.0
bop_its6_det,SJ312,DEB,CH,DE,2019,MIO_EUR,507.0
bop_its6_det,SJ312,DEB,CH,DE,2021,MIO_EUR,362.0
bop_its6_det,SJ312,DEB,CH,DE,2023,MIO_EUR,340.0
bop_its6_det,SJ312,DEB,CH,DK,2015,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,CH,DK,2016,MIO_EUR,5.8
bop_its6_det,SJ312,DEB,CH,DK,2017,MIO_EUR,3.2
bop_its6_det,SJ312,DEB,CH,DK,2018,MIO_EUR,5.5
bop_its6_det,SJ312,DEB,CH,DK,2019,MIO_EUR,5.8
bop_its6_det,SJ312,DEB,CH,DK,2020,MIO_EUR,4.7
bop_its6_det,SJ312,DEB,CH,DK,2021,MIO_EUR,3.1
bop_its6_det,SJ312,DEB,CH,DK,2022,MIO_EUR,6.7
bop_its6_det,SJ312,DEB,CH,DK,2023,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,CH,DK,2024,MIO_EUR,4.8
bop_its6_det,SJ312,DEB,CH,EL,2015,MIO_EUR,2.6
bop_its6_det,SJ312,DEB,CH,EL,2016,MIO_EUR,1.0
bop_its6_det,SJ312,DEB,CH,EL,2017,MIO_EUR,2.1
bop_its6_det,SJ312,DEB,CH,EL,2018,MIO_EUR,1.7
bop_its6_det,SJ312,DEB,CH,EL,2019,MIO_EUR,1.7
bop_its6_det,SJ312,DEB,CH,EL,2020,MIO_EUR,1.6
bop_its6_det,SJ312,DEB,CH,EL,2021,MIO_EUR,2.0
bop_its6_det,SJ312,DEB,CH,EL,2022,MIO_EUR,3.5
bop_its6_det,SJ312,DEB,CH,EL,2023,MIO_EUR,3.6
bop_its6_det,SJ312,DEB,CH,EL,2024,MIO_EUR,3.5
bop_its6_det,SJ312,DEB,CH,ES,2015,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,ES,2016,MIO_EUR,10.0
bop_its6_det,SJ312,DEB,CH,ES,2019,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,ES,2022,MIO_EUR,4.0
bop_its6_det,SJ312,DEB,CH,ES,2023,MIO_EUR,3.0
bop_its6_det,SJ312,DEB,CH,ES,2024,MIO_EUR,8.0
bop_its6_det,SJ312,DEB,CH,EU27_2020,2015,MIO_EUR,506.8
bop_its6_det,SJ312,DEB,CH,EU27_2020,2016,MIO_EUR,508.2
bop_its6_det,SJ312,DEB,CH,EU27_2020,2017,MIO_EUR,542.5
bop_its6_det,SJ312,DEB,CH,EU27_2020,2018,MIO_EUR,699.5
bop_its6_det,SJ312,DEB,CH,EU27_2020,2019,MIO_EUR,734.1
bop_its6_det,SJ312,DEB,CH,EU27_2020,2020,MIO_EUR,699.3
bop_its6_det,SJ312,DEB,CH,EU27_2020,2021,MIO_EUR,808.0
bop_its6_det,SJ312,DEB,CH,EU27_2020,2022,MIO_EUR,737.9
bop_its6_det,SJ312,DEB,CH,EU27_2020,2023,MIO_EUR,700.3
bop_its6_det,SJ312,DEB,CH,EU27_2020,2024,MIO_EUR,916.7
bop_its6_det,SJ312,DEB,CH,FI,2015,MIO_EUR,7.0
bop_its6_det,SJ312,DEB,CH,FI,2016,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,CH,FI,2017,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,CH,FI,2018,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,CH,FI,2019,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,CH,FI,2020,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,FI,2021,MIO_EUR,9.0
bop_its6_det,SJ312,DEB,CH,FI,2022,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,FI,2023,MIO_EUR,12.0
bop_its6_det,SJ312,DEB,CH,FI,2024,MIO_EUR,7.0
bop_its6_det,SJ312,DEB,CH,HU,2015,MIO_EUR,2.1
bop_its6_det,SJ312,DEB,CH,HU,2016,MIO_EUR,7.8
bop_its6_det,SJ312,DEB,CH,HU,2017,MIO_EUR,9.2
bop_its6_det,SJ312,DEB,CH,HU,2018,MIO_EUR,4.0
bop_its6_det,SJ312,DEB,CH,HU,2019,MIO_EUR,3.7
bop_its6_det,SJ312,DEB,CH,HU,2021,MIO_EUR,144.8
bop_its6_det,SJ312,DEB,CH,HU,2022,MIO_EUR,10.6
bop_its6_det,SJ312,DEB,CH,HU,2023,MIO_EUR,7.6
bop_its6_det,SJ312,DEB,CH,HU,2024,MIO_EUR,8.6
bop_its6_det,SJ312,DEB,CH,IE,2015,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,IE,2016,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,IE,2017,MIO_EUR,1.0
bop_its6_det,SJ312,DEB,CH,IE,2018,MIO_EUR,2.0
bop_its6_det,SJ312,DEB,CH,IE,2019,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,IT,2015,MIO_EUR,23.4
bop_its6_det,SJ312,DEB,CH,IT,2016,MIO_EUR,25.8
bop_its6_det,SJ312,DEB,CH,IT,2017,MIO_EUR,11.8
bop_its6_det,SJ312,DEB,CH,IT,2018,MIO_EUR,17.8
bop_its6_det,SJ312,DEB,CH,IT,2019,MIO_EUR,13.0
bop_its6_det,SJ312,DEB,CH,IT,2020,MIO_EUR,8.6
bop_its6_det,SJ312,DEB,CH,IT,2021,MIO_EUR,15.1
bop_its6_det,SJ312,DEB,CH,IT,2022,MIO_EUR,19.6
bop_its6_det,SJ312,DEB,CH,IT,2023,MIO_EUR,47.1
bop_its6_det,SJ312,DEB,CH,IT,2024,MIO_EUR,40.3
bop_its6_det,SJ312,DEB,CH,NL,2015,MIO_EUR,10.8
bop_its6_det,SJ312,DEB,CH,NL,2020,MIO_EUR,14.5
bop_its6_det,SJ312,DEB,CH,NL,2023,MIO_EUR,14.9
bop_its6_det,SJ312,DEB,CH,PL,2015,MIO_EUR,21.3
bop_its6_det,SJ312,DEB,CH,PL,2016,MIO_EUR,11.5
bop_its6_det,SJ312,DEB,CH,PL,2017,MIO_EUR,29.1
bop_its6_det,SJ312,DEB,CH,PL,2018,MIO_EUR,16.4
bop_its6_det,SJ312,DEB,CH,PL,2019,MIO_EUR,14.9
bop_its6_det,SJ312,DEB,CH,PL,2020,MIO_EUR,18.5
bop_its6_det,SJ312,DEB,CH,PL,2021,MIO_EUR,14.2
bop_its6_det,SJ312,DEB,CH,PL,2022,MIO_EUR,30.3
bop_its6_det,SJ312,DEB,CH,PL,2023,MIO_EUR,22.9
bop_its6_det,SJ312,DEB,CH,PL,2024,MIO_EUR,27.2
bop_its6_det,SJ312,DEB,CH,PT,2015,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,PT,2016,MIO_EUR,0.0
bop_its6_det,SJ312,DEB,CH,PT,2017,MIO_EUR,0.0
