dataset,bop_item,stk_flow,partner,geo,year,currency,value
bop_its6_det,SJ312,DEB,US,FI,2022,MIO_EUR,8.0
bop_its6_det,SJ312,DEB,US,FI,2023,MIO_EUR,9.0
bop_its6_det,SJ312,DEB,US,FI,2024,MIO_EUR,18.0
bop_its6_det,SJ312,DEB,US,FR,2015,MIO_EUR,172.0
bop_its6_det,SJ312,DEB,US,FR,2016,MIO_EUR,267.0
bop_its6_det,SJ312,DEB,US,FR,2017,MIO_EUR,343.0
bop_its6_det,SJ312,DEB,US,FR,2018,MIO_EUR,416.0
bop_its6_det,SJ312,DEB,US,FR,2019,MIO_EUR,225.0
bop_its6_det,SJ312,DEB,US,FR,2020,MIO_EUR,150.0
bop_its6_det,SJ312,DEB,US,FR,2021,MIO_EUR,149.0
bop_its6_det,SJ312,DEB,US,FR,2022,MIO_EUR,200.0
bop_its6_det,SJ312,DEB,US,FR,2023,MIO_EUR,201.0
bop_its6_det,SJ312,DEB,US,FR,2024,MIO_EUR,211.0
bop_its6_det,SJ312,DEB,US,HU,2015,MIO_EUR,11.0
bop_its6_det,SJ312,DEB,US,HU,2017,MIO_EUR,10.2
bop_its6_det,SJ312,DEB,US,HU,2018,MIO_EUR,11.0
bop_its6_det,SJ312,DEB,US,HU,2020,MIO_EUR,18.3
bop_its6_det,SJ312,DEB,US,HU,2021,MIO_EUR,14.3
bop_its6_det,SJ312,DEB,US,HU,2022,MIO_EUR,20.9
bop_its6_det,SJ312,DEB,US,HU,2023,MIO_EUR,44.7
bop_its6_det,SJ312,DEB,US,HU,2024,MIO_EUR,46.0
bop_its6_det,SJ312,DEB,US,IE,2015,MIO_EUR,39.0
bop_its6_det,SJ312,DEB,US,IE,2016,MIO_EUR,40.0
bop_its6_det,SJ312,DEB,US,IE,2018,MIO_EUR,5.0
bop_its6_det,SJ312,DEB,US,IE,2019,MIO_EUR,21.0
bop_its6_det,SJ312,DEB,US,IE,2020,MIO_EUR,22.0
bop_its6_det,SJ312,DEB,US,IE,2021,MIO_EUR,31.0
bop_its6_det,SJ312,DEB,US,IE,2023,MIO_EUR,34.0
bop_its6_det,SJ312,DEB,US,IT,2015,MIO_EUR,78.4
bop_its6_det,SJ312,DEB,US,IT,2016,MIO_EUR,125.4
bop_its6_det,SJ312,DEB,US,IT,2017,MIO_EUR,93.1
bop_its6_det,SJ312,DEB,US,IT,2018,MIO_EUR,103.1
bop_its6_det,SJ312,DEB,US,IT,2019,MIO_EUR,128.9
bop_its6_det,SJ312,DEB,US,IT,2020,MIO_EUR,96.8
bop_its6_det,SJ312,DEB,US,IT,2021,MIO_EUR,94.3
bop_its6_det,SJ312,DEB,US,IT,2022,MIO_EUR,115.0
bop_its6_det,SJ312,DEB,US,IT,2023,MIO_EUR,144.9
bop_its6_det,SJ312,DEB,US,IT,2024,MIO_EUR,128.4
bop_its6_det,SJ312,DEB,US,NL,2015,MIO_EUR,117.9
bop_its6_det,SJ312,DEB,US,NL,2017,MIO_EUR,97.3
bop_its6_det,SJ312,DEB,US,NL,2018,MIO_EUR,137.8
bop_its6_det,SJ312,DEB,US,NL,2019,MIO_EUR,192.7
bop_its6_det,SJ312,DEB,US,NL,2021,MIO_EUR,99.8
bop_its6_det,SJ312,DEB,US,NL,2022,MIO_EUR,153.6
bop_its6_det,SJ312,DEB,US,NL,2023,MIO_EUR,193.7
bop_its6_det,SJ312,DEB,US,NL,2024,MIO_EUR,375.1
